日期,開盤,最高,最低,收盤,MA10,MA20,水位階段,總持股比例,水位說明,當日事件,ret,strat_ret,買進持有資產,RiskFirstModel資產
2022-10-18,13075.05,13143.15,12978.13,13124.68,13318.91,13594.81,0,1.0,100%(滿倉),"追蹤空方缺口回補→趨勢失敗,回升一階",0.012234257927433712,0.00978740634194697,750183.0,789614.0
2022-10-19,13096.35,13155.62,12976.76,12976.76,13258.94,13516.18,0,1.0,100%(滿倉),,-0.01127037002045006,-0.01127037002045006,741728.0,780715.0
2022-10-20,12912.93,12946.1,12698.91,12946.1,13173.4,13442.26,2,0.6,60%(第二次減碼),"第一個空方缺口→減碼一階(快出)；MA空方確認→趨勢確認,減碼一階",-0.0023626852927849384,-0.0023626852927849384,739976.0,778870.0
2022-10-21,12931.2,12954.02,12813.6,12819.2,13066.12,13368.99,2,0.6,60%(第二次減碼),,-0.009802179807046119,-0.005881307884227671,732723.0,774290.0
2022-10-24,12913.58,13027.84,12856.77,12856.98,12981.59,13305.92,2,0.6,60%(第二次減碼),,0.0029471417873190298,0.0017682850723914178,734882.0,775659.0
2022-10-25,12830.29,12843.31,12629.48,12666.12,12937.6,13250.31,2,0.6,60%(第二次減碼),,-0.014844854701492771,-0.008906912820895662,723973.0,768750.0
2022-10-26,12666.42,12791.97,12635.52,12729.05,12902.38,13195.44,2,0.6,60%(第二次減碼),,0.0049683723192262,0.00298102339153572,727570.0,771042.0
2022-10-27,12807.69,12954.32,12807.69,12926.37,12913.94,13168.45,1,0.8,80%(第一次減碼),"第一個多方缺口(觀察期,不加碼)；追蹤空方缺口回補→趨勢失敗,回升一階",0.015501549605037468,0.00930092976302248,738848.0,778213.0
2022-10-28,12874.83,12891.38,12723.98,12788.42,12879.97,13131.16,1,0.8,80%(第一次減碼),,-0.010671982931016233,-0.008537586344812987,730963.0,771569.0
2022-10-31,12862.37,12977.61,12826.34,12949.75,12878.34,13107.42,1,0.8,80%(第一次減碼),,0.012615319171563,0.0100922553372504,740185.0,779356.0
2022-11-01,12933.12,13062.9,12907.61,13037.21,12869.6,13094.25,1,0.8,80%(第一次減碼),,0.006753798335875194,0.005403038668700156,745184.0,783567.0
2022-11-02,13033.15,13100.17,13014.04,13100.17,12881.94,13070.44,1,0.8,80%(第一次減碼),,0.004829254111884396,0.0038634032895075165,748782.0,786594.0
2022-11-03,12985.55,12991.37,12905.35,12986.6,12885.99,13029.7,2,0.6,60%(第二次減碼),第一個空方缺口→減碼一階(快出),-0.008669353145798864,-0.0069354825166390915,742291.0,781139.0
2022-11-04,12941.78,13029.94,12868.25,13026.71,12906.74,12986.43,1,0.8,80%(第一次減碼),"追蹤空方缺口回補→趨勢失敗,回升一階",0.0030885682164691897,0.0018531409298815137,744583.0,782586.0
2022-11-07,13109.35,13246.59,13103.35,13223.73,12943.41,12962.5,0,1.0,100%(滿倉),"第一個多方缺口(觀察期,不加碼)；MA多方確認→回補一階",0.015124309975427463,0.012099447980341972,755845.0,792055.0
2022-11-08,13274.91,13389.25,13274.91,13347.76,13011.58,12974.59,0,1.0,100%(滿倉),,0.00937935060682582,0.00937935060682582,762934.0,799484.0
2022-11-09,13410.19,13638.81,13410.19,13638.81,13102.55,13002.47,0,1.0,100%(滿倉),,0.02180515682032036,0.02180515682032036,779570.0,816917.0
2022-11-10,13556.51,13559.4,13463.85,13503.76,13160.29,13037.12,0,1.0,100%(滿倉),,-0.009901890267552615,-0.009901890267552615,771851.0,808828.0
2022-11-11,13878.95,14045.51,13878.95,14007.56,13282.21,13081.09,0,1.0,100%(滿倉),,0.0373081275141145,0.0373081275141145,800647.0,839004.0
2022-11-14,14080.91,14217.3,14076.94,14174.9,13404.72,13141.53,0,1.0,100%(滿倉),,0.011946406083572114,0.011946406083572114,810212.0,849027.0
2022-11-15,14325.49,14568.51,14278.53,14546.31,13555.63,13212.61,0,1.0,100%(滿倉),,0.02620194851462787,0.02620194851462787,831441.0,871273.0
2022-11-16,14637.85,14657.66,14481.06,14537.35,13699.35,13290.64,0,1.0,100%(滿倉),,-0.0006159637736304902,-0.0006159637736304902,830929.0,870736.0
2022-11-17,14489.41,14545.89,14383.55,14535.23,13854.21,13370.1,0,1.0,100%(滿倉),,-0.0001458312553526131,-0.0001458312553526131,830808.0,870609.0
2022-11-18,14584.31,14669.98,14470.48,14504.99,14002.04,13454.39,0,1.0,100%(滿倉),,-0.0020804624350628798,-0.0020804624350628798,829079.0,868798.0
2022-11-21,14514.71,14530.76,14421.65,14449.39,14124.61,13534.01,0,1.0,100%(滿倉),,-0.0038331636216226705,-0.0038331636216226705,825901.0,865468.0
2022-11-22,14404.08,14542.79,14371.09,14542.2,14244.05,13627.81,0,1.0,100%(滿倉),,0.006423108518768039,0.006423108518768039,831206.0,871027.0
2022-11-23,14595.5,14647.98,14573.41,14608.54,14341.02,13721.79,0,1.0,100%(滿倉),,0.004561895724168208,0.004561895724168208,834998.0,875000.0
2022-11-24,14649.8,14784.0,14649.8,14784.0,14469.05,13814.67,0,1.0,100%(滿倉),,0.012010782733935077,0.012010782733935077,845027.0,885510.0
