Date,Adj Close,Close,High,Low,Open,Volume
2013-04-10,111.76000213623047,111.76000213623047,112.08000183105469,111.41999816894531,111.7300033569336,0
2013-04-11,112.45999908447266,112.45999908447266,112.69999694824219,112.29000091552734,112.29000091552734,0
2013-04-12,112.22000122070312,112.22000122070312,113.08000183105469,112.16999816894531,112.7300033569336,0
2013-04-15,111.02999877929688,111.02999877929688,112.51000213623047,110.91000366210938,112.19999694824219,0
2013-04-16,111.47000122070312,111.47000122070312,111.47000122070312,109.58000183105469,110.04000091552734,0
2013-04-17,112.20999908447266,112.20999908447266,112.48999786376953,111.80000305175781,111.80000305175781,0
2013-04-18,112.2300033569336,112.2300033569336,112.8499984741211,111.80000305175781,111.95999908447266,0
2013-04-19,113.76000213623047,113.76000213623047,113.87000274658203,112.6500015258789,112.6500015258789,0
2013-04-22,113.7699966430664,113.7699966430664,114.41999816894531,113.73999786376953,114.11000061035156,0
2013-04-23,113.81999969482422,113.81999969482422,114.30000305175781,113.58999633789062,113.97000122070312,0
2013-04-24,114.54000091552734,114.54000091552734,114.80999755859375,114.27999877929688,114.27999877929688,0
2013-04-25,114.2699966430664,114.2699966430664,114.9000015258789,114.2699966430664,114.4800033569336,0
2013-04-26,113.91000366210938,113.91000366210938,115.19999694824219,113.91000366210938,114.58000183105469,0
2013-04-29,113.77999877929688,113.77999877929688,114.51000213623047,113.61000061035156,114.27999877929688,0
2013-04-30,114.8499984741211,114.8499984741211,115.06999969482422,114.36000061035156,114.36000061035156,0
2013-05-02,115.63999938964844,115.63999938964844,115.66000366210938,114.88999938964844,114.91999816894531,0
2013-05-03,115.08999633789062,115.08999633789062,116.23999786376953,115.0199966430664,116.12000274658203,0
2013-05-06,115.11000061035156,115.11000061035156,115.69999694824219,114.93000030517578,115.44999694824219,0
2013-05-07,115.37000274658203,115.37000274658203,115.75,115.22000122070312,115.43000030517578,0
2013-05-08,115.87999725341797,115.87999725341797,116.23999786376953,115.6500015258789,115.68000030517578,0
2013-05-09,116.38999938964844,116.38999938964844,116.77999877929688,116.2699966430664,116.2699966430664,0
2013-05-10,116.70999908447266,116.70999908447266,117.22000122070312,116.58999633789062,116.58999633789062,0
2013-05-13,116.31999969482422,116.31999969482422,117.0199966430664,116.2300033569336,116.91999816894531,0
2013-05-14,116.70999908447266,116.70999908447266,117.04000091552734,116.30999755859375,116.62999725341797,0
2013-05-15,117.5199966430664,117.5199966430664,117.55999755859375,117.06999969482422,117.06999969482422,0
2013-05-16,119.06999969482422,119.06999969482422,119.33000183105469,118.36000061035156,118.38999938964844,0
2013-05-17,119.55999755859375,119.55999755859375,120.19999694824219,119.47000122070312,119.47000122070312,0
2013-05-20,119.73999786376953,119.73999786376953,120.16999816894531,119.55000305175781,119.7300033569336,0
2013-05-21,120.37999725341797,120.37999725341797,120.83000183105469,119.97000122070312,119.97000122070312,0
2013-05-22,120.70999908447266,120.70999908447266,121.05000305175781,120.36000061035156,120.8499984741211,0
2013-05-23,119.3499984741211,119.3499984741211,120.86000061035156,119.30999755859375,120.58999633789062,0
2013-05-24,118.63999938964844,118.63999938964844,119.87000274658203,118.12000274658203,119.5999984741211,0
2013-05-27,119.54000091552734,119.54000091552734,119.54000091552734,118.62000274658203,118.62000274658203,0
2013-05-28,120.08000183105469,120.08000183105469,120.12999725341797,119.77999877929688,119.77999877929688,0
2013-05-29,121.2699966430664,121.2699966430664,121.44000244140625,120.55000305175781,120.55000305175781,0
2013-05-30,121.11000061035156,121.11000061035156,121.7699966430664,120.80999755859375,121.08000183105469,0
2013-05-31,121.44000244140625,121.44000244140625,122.4800033569336,121.13999938964844,122.0199966430664,0
2013-06-03,121.55999755859375,121.55999755859375,121.66000366210938,120.31999969482422,120.55999755859375,0
2013-06-04,121.38999938964844,121.38999938964844,122.38999938964844,121.38999938964844,121.88999938964844,0
2013-06-05,120.91000366210938,120.91000366210938,121.8499984741211,120.87000274658203,121.5999984741211,0
2013-06-06,120.55000305175781,120.55000305175781,121.05000305175781,120.2699966430664,120.72000122070312,0
2013-06-07,119.23999786376953,119.23999786376953,121.69999694824219,118.87999725341797,120.91999816894531,0
2013-06-10,120.63999938964844,120.63999938964844,120.87999725341797,120.05000305175781,120.05000305175781,0
2013-06-11,120.2699966430664,120.2699966430664,121.4000015258789,120.26000213623047,121.02999877929688,0
2013-06-13,117.88999938964844,117.88999938964844,119.73999786376953,117.81999969482422,119.69999694824219,0
2013-06-14,117.0,117.0,118.73999786376953,116.62000274658203,118.38999938964844,0
2013-06-17,118.8499984741211,118.8499984741211,118.8499984741211,117.30999755859375,117.30999755859375,0
2013-06-18,119.62999725341797,119.62999725341797,119.95999908447266,119.22000122070312,119.36000061035156,0
2013-06-19,119.93000030517578,119.93000030517578,120.81999969482422,119.93000030517578,120.26000213623047,0
2013-06-20,118.5999984741211,118.5999984741211,119.37000274658203,118.33999633789062,119.37000274658203,0
2013-06-21,116.88999938964844,116.88999938964844,117.16999816894531,115.73999786376953,116.66999816894531,0
2013-06-24,116.63999938964844,116.63999938964844,117.38999938964844,116.63999938964844,116.91000366210938,0
2013-06-25,113.22000122070312,113.22000122070312,116.44000244140625,113.20999908447266,116.41000366210938,0
2013-06-26,114.9000015258789,114.9000015258789,115.45999908447266,114.33000183105469,114.69000244140625,0
2013-06-27,116.43000030517578,116.43000030517578,116.66999816894531,115.68000030517578,115.69999694824219,0
2013-06-28,116.47000122070312,116.47000122070312,117.06999969482422,116.37000274658203,116.79000091552734,0
2013-07-01,118.8499984741211,118.8499984741211,118.8499984741211,116.83999633789062,116.86000061035156,0
2013-07-02,118.63999938964844,118.63999938964844,119.4800033569336,118.63999938964844,119.36000061035156,0
2013-07-03,117.88999938964844,117.88999938964844,119.16999816894531,117.81999969482422,118.83999633789062,0
2013-07-04,116.94000244140625,116.94000244140625,118.1500015258789,116.81999969482422,118.04000091552734,0
2013-07-05,117.77999877929688,117.77999877929688,118.0199966430664,117.37999725341797,117.43000030517578,0
2013-07-08,116.76000213623047,116.76000213623047,118.04000091552734,116.69000244140625,117.94000244140625,0
2013-07-09,117.37000274658203,117.37000274658203,117.54000091552734,116.9000015258789,116.9800033569336,0
2013-07-10,117.05000305175781,117.05000305175781,118.29000091552734,117.02999877929688,117.52999877929688,0
2013-07-11,118.20999908447266,118.20999908447266,118.29000091552734,117.56999969482422,117.62000274658203,0
2013-07-12,119.12999725341797,119.12999725341797,119.36000061035156,118.51000213623047,118.51000213623047,0
2013-07-15,120.51000213623047,120.51000213623047,120.69000244140625,119.3499984741211,119.3499984741211,0
2013-07-16,120.80999755859375,120.80999755859375,120.95999908447266,120.55999755859375,120.68000030517578,0
2013-07-17,120.23999786376953,120.23999786376953,121.0,120.0999984741211,120.86000061035156,0
2013-07-18,118.7300033569336,118.7300033569336,120.48999786376953,118.69000244140625,120.33999633789062,0
2013-07-19,117.30999755859375,117.30999755859375,118.16999816894531,117.13999938964844,118.11000061035156,0
2013-07-22,118.31999969482422,118.31999969482422,118.44000244140625,117.66999816894531,117.66999816894531,0
2013-07-23,119.7300033569336,119.7300033569336,119.8499984741211,118.81999969482422,118.81999969482422,0
2013-07-24,120.26000213623047,120.26000213623047,120.61000061035156,120.04000091552734,120.08999633789062,0
2013-07-25,119.33000183105469,119.33000183105469,120.48999786376953,119.33000183105469,120.19999694824219,0
2013-07-26,119.58000183105469,119.58000183105469,120.19000244140625,119.2699966430664,119.68000030517578,0
2013-07-29,118.8499984741211,118.8499984741211,120.02999877929688,118.66000366210938,119.66000366210938,0
2013-07-30,119.91999816894531,119.91999816894531,119.91999816894531,119.16000366210938,119.16000366210938,312900
2013-07-31,119.0,119.0,120.27999877929688,118.9000015258789,120.18000030517578,387200
2013-08-01,119.19000244140625,119.19000244140625,119.33000183105469,118.36000061035156,119.12999725341797,353300
2013-08-02,119.38999938964844,119.38999938964844,120.13999938964844,119.25,119.76000213623047,406200
2013-08-05,120.2300033569336,120.2300033569336,120.25,119.56999969482422,119.7300033569336,390600
2013-08-06,119.91999816894531,119.91999816894531,120.45999908447266,119.5199966430664,120.30000305175781,374500
2013-08-07,118.05000305175781,118.05000305175781,119.69999694824219,118.05000305175781,119.54000091552734,378900
2013-08-08,118.80999755859375,118.80999755859375,119.05999755859375,118.2699966430664,118.38999938964844,327500
2013-08-09,118.33999633789062,118.33999633789062,119.0999984741211,118.33999633789062,118.91999816894531,358100
2013-08-12,118.13999938964844,118.13999938964844,118.51000213623047,117.94000244140625,118.41000366210938,341100
2013-08-13,119.27999877929688,119.27999877929688,119.27999877929688,118.66999816894531,118.66999816894531,379500
2013-08-14,119.1500015258789,119.1500015258789,119.54000091552734,119.0199966430664,119.5199966430664,342300
2013-08-15,118.75,118.75,119.36000061035156,118.30999755859375,118.61000061035156,384000
2013-08-16,118.87999725341797,118.87999725341797,119.06999969482422,118.11000061035156,118.23999786376953,366300
2013-08-19,119.18000030517578,119.18000030517578,119.37000274658203,119.05000305175781,119.0999984741211,339300
2013-08-20,117.0199966430664,117.0199966430664,119.33999633789062,117.0199966430664,119.18000030517578,365300
2013-08-22,117.01000213623047,117.01000213623047,117.01000213623047,116.12999725341797,116.3499984741211,291800
2013-08-23,118.11000061035156,118.11000061035156,118.43000030517578,117.62000274658203,117.62000274658203,371700
2013-08-26,118.30999755859375,118.30999755859375,118.87999725341797,118.27999877929688,118.52999877929688,317600
2013-08-27,116.18000030517578,116.18000030517578,118.44000244140625,116.18000030517578,118.3499984741211,319400
2013-08-28,115.55999755859375,115.55999755859375,115.7699966430664,114.95999908447266,115.33000183105469,294100
2013-08-29,117.1500015258789,117.1500015258789,117.38999938964844,116.04000091552734,116.04000091552734,310400
2013-08-30,117.91000366210938,117.91000366210938,118.01000213623047,117.55000305175781,117.55000305175781,306200
2013-09-02,118.83000183105469,118.83000183105469,118.83999633789062,118.16999816894531,118.20999908447266,0
2013-09-03,119.76000213623047,119.76000213623047,119.86000061035156,119.31999969482422,119.31999969482422,382400
2013-09-04,120.31999969482422,120.31999969482422,120.47000122070312,119.6500015258789,119.86000061035156,381000
2013-09-05,121.5199966430664,121.5199966430664,121.9800033569336,121.01000213623047,121.01000213623047,409600
2013-09-06,121.97000122070312,121.97000122070312,122.41000366210938,121.94000244140625,121.94000244140625,492200
2013-09-09,120.33999633789062,120.33999633789062,122.05999755859375,120.2300033569336,122.01000213623047,391300
2013-09-10,119.79000091552734,119.79000091552734,121.1500015258789,119.5199966430664,120.6500015258789,361800
2013-09-11,119.93000030517578,119.93000030517578,119.9800033569336,118.61000061035156,119.79000091552734,317000
2013-09-12,120.33000183105469,120.33000183105469,120.48999786376953,119.91999816894531,120.05999755859375,313500
2013-09-13,120.08000183105469,120.08000183105469,120.66999816894531,119.87000274658203,120.5,288800
2013-09-16,120.98999786376953,120.98999786376953,121.36000061035156,120.41999816894531,120.41999816894531,336600
2013-09-17,120.94999694824219,120.94999694824219,121.44999694824219,120.81999969482422,121.13999938964844,398500
2013-09-18,121.69999694824219,121.69999694824219,121.87000274658203,121.25,121.25,334100
2013-09-23,122.47000122070312,122.47000122070312,122.62999725341797,122.1500015258789,122.1500015258789,411900
2013-09-24,122.55000305175781,122.55000305175781,123.0999984741211,122.33999633789062,122.5999984741211,444500
2013-09-25,122.97000122070312,122.97000122070312,123.06999969482422,122.61000061035156,122.7300033569336,471100
2013-09-26,121.69000244140625,121.69000244140625,123.22000122070312,121.66999816894531,123.16999816894531,503900
2013-09-27,121.91999816894531,121.91999816894531,122.55000305175781,121.81999969482422,122.19000244140625,399600
2013-09-30,122.0199966430664,122.0199966430664,122.0199966430664,121.25,121.55999755859375,375300
2013-10-01,122.3499984741211,122.3499984741211,123.05999755859375,122.08999633789062,122.08999633789062,449500
2013-10-02,122.87999725341797,122.87999725341797,123.4000015258789,122.79000091552734,122.79000091552734,467400
2013-10-03,124.4000015258789,124.4000015258789,124.58000183105469,123.16000366210938,123.16000366210938,496800
2013-10-04,125.48999786376953,125.48999786376953,125.54000091552734,124.4800033569336,124.5999984741211,553600
2013-10-07,125.12999725341797,125.12999725341797,126.33000183105469,125.12999725341797,126.01000213623047,496500
2013-10-08,124.80999755859375,124.80999755859375,125.30000305175781,124.02999877929688,125.25,438500
2013-10-09,123.66000366210938,123.66000366210938,125.2699966430664,123.66000366210938,124.5199966430664,449300
2013-10-11,123.56999969482422,123.56999969482422,125.44999694824219,123.56999969482422,125.02999877929688,439700
2013-10-14,121.19999694824219,121.19999694824219,123.7300033569336,121.19999694824219,123.63999938964844,385000
2013-10-15,123.08000183105469,123.08000183105469,123.08000183105469,121.81999969482422,121.81999969482422,362600
2013-10-16,122.97000122070312,122.97000122070312,123.4000015258789,122.8499984741211,123.33000183105469,363900
2013-10-17,123.6500015258789,123.6500015258789,124.02999877929688,123.30000305175781,123.66999816894531,345200
2013-10-18,124.9000015258789,124.9000015258789,125.08000183105469,124.06999969482422,124.06999969482422,411000
2013-10-21,125.08000183105469,125.08000183105469,125.5199966430664,124.97000122070312,125.27999877929688,372300
2013-10-22,125.1500015258789,125.1500015258789,125.66000366210938,125.08999633789062,125.13999938964844,403700
2013-10-23,124.75,124.75,125.80000305175781,124.7300033569336,125.47000122070312,375200
2013-10-24,125.11000061035156,125.11000061035156,125.23999786376953,124.44999694824219,124.70999908447266,328100
2013-10-25,125.16999816894531,125.16999816894531,126.02999877929688,125.16000366210938,125.16000366210938,404400
2013-10-28,124.95999908447266,124.95999908447266,125.61000061035156,124.95999908447266,125.41000366210938,0
2013-10-29,124.94000244140625,124.94000244140625,125.75,124.93000030517578,125.04000091552734,0
2013-10-30,125.70999908447266,125.70999908447266,125.80999755859375,125.41000366210938,125.41000366210938,0
2013-10-31,125.4000015258789,125.4000015258789,126.22000122070312,125.31999969482422,125.87000274658203,0
2013-11-01,124.4800033569336,124.4800033569336,126.11000061035156,124.44000244140625,125.87000274658203,0
2013-11-04,123.4800033569336,123.4800033569336,124.44999694824219,123.12999725341797,124.44999694824219,0
2013-11-05,122.5999984741211,122.5999984741211,124.22000122070312,122.5999984741211,123.5199966430664,0
2013-11-06,122.7699966430664,122.7699966430664,122.94000244140625,121.55999755859375,122.66999816894531,0
2013-11-07,122.66000366210938,122.66000366210938,123.47000122070312,122.62000274658203,122.91999816894531,0
2013-11-08,121.47000122070312,121.47000122070312,122.62000274658203,121.37999725341797,122.41000366210938,0
2013-11-11,120.93000030517578,120.93000030517578,122.11000061035156,120.86000061035156,121.80000305175781,0
2013-11-12,119.69000244140625,119.69000244140625,121.5999984741211,118.73999786376953,121.22000122070312,0
2013-11-13,118.98999786376953,118.98999786376953,119.91000366210938,118.88999938964844,119.5199966430664,0
2013-11-14,120.30999755859375,120.30999755859375,120.45999908447266,119.01000213623047,119.38999938964844,0
2013-11-15,120.58000183105469,120.58000183105469,121.18000030517578,120.44000244140625,120.76000213623047,0
2013-11-18,120.38999938964844,120.38999938964844,121.4000015258789,120.38999938964844,121.04000091552734,289900
2013-11-19,121.37000274658203,121.37000274658203,121.37000274658203,120.69000244140625,120.69000244140625,0
2013-11-20,121.13999938964844,121.13999938964844,121.88999938964844,121.13999938964844,121.48999786376953,0
2013-11-21,120.19999694824219,120.19999694824219,121.01000213623047,120.02999877929688,121.01000213623047,0
2013-11-22,120.05999755859375,120.05999755859375,120.9800033569336,120.05999755859375,120.5,0
2013-11-25,120.95999908447266,120.95999908447266,121.2300033569336,120.7300033569336,120.77999877929688,0
2013-11-26,122.26000213623047,122.26000213623047,122.3499984741211,121.12000274658203,121.12000274658203,0
2013-11-27,123.13999938964844,123.13999938964844,123.31999969482422,122.69000244140625,122.69000244140625,0
2013-11-28,124.22000122070312,124.22000122070312,124.54000091552734,123.75,123.75,0
2013-11-29,124.75,124.75,125.12000274658203,124.6500015258789,124.6500015258789,0
2013-12-02,125.47000122070312,125.47000122070312,125.55000305175781,124.95999908447266,125.30999755859375,0
2013-12-03,125.44999694824219,125.44999694824219,126.0,125.44999694824219,125.58999633789062,0
2013-12-04,125.55999755859375,125.55999755859375,125.79000091552734,125.16999816894531,125.36000061035156,0
2013-12-05,125.61000061035156,125.61000061035156,126.37000274658203,125.19000244140625,125.91999816894531,0
2013-12-06,126.5999984741211,126.5999984741211,126.94000244140625,126.05999755859375,126.05999755859375,0
2013-12-09,125.73999786376953,125.73999786376953,127.68000030517578,125.73999786376953,127.37000274658203,0
2013-12-10,125.18000030517578,125.18000030517578,125.80999755859375,124.7300033569336,125.73999786376953,0
2013-12-11,124.2699966430664,124.2699966430664,125.75,124.2699966430664,125.2300033569336,0
2013-12-12,124.19000244140625,124.19000244140625,124.5,123.7699966430664,123.97000122070312,0
2013-12-13,124.19000244140625,124.19000244140625,124.79000091552734,124.06999969482422,124.1500015258789,0
2013-12-16,123.51000213623047,123.51000213623047,124.55000305175781,123.51000213623047,124.36000061035156,0
2013-12-17,123.86000061035156,123.86000061035156,124.30999755859375,123.83999633789062,123.91000366210938,0
2013-12-18,124.80000305175781,124.80000305175781,125.02999877929688,124.19000244140625,124.19000244140625,0
2013-12-19,125.13999938964844,125.13999938964844,126.01000213623047,125.13999938964844,125.76000213623047,0
2013-12-20,125.5,125.5,125.8499984741211,125.3499984741211,125.3499984741211,0
2013-12-23,125.75,125.75,126.44999694824219,125.7300033569336,126.1500015258789,415200
2013-12-24,126.52999877929688,126.52999877929688,126.56999969482422,126.11000061035156,126.11000061035156,0
2013-12-26,127.48999786376953,127.48999786376953,127.80000305175781,127.29000091552734,127.29000091552734,549700
2013-12-27,128.36000061035156,128.36000061035156,128.5500030517578,127.98999786376953,127.98999786376953,0
2013-12-30,129.49000549316406,129.49000549316406,129.63999938964844,128.97999572753906,128.97999572753906,0
2013-12-31,129.57000732421875,129.57000732421875,130.5500030517578,129.57000732421875,130.0800018310547,0
2014-01-02,130.6999969482422,130.6999969482422,130.80999755859375,129.9199981689453,129.9199981689453,610000
2014-01-03,131.0399932861328,131.0399932861328,131.2100067138672,130.60000610351562,130.6999969482422,604600
2014-01-06,130.27999877929688,130.27999877929688,132.10000610351562,130.27999877929688,131.4600067138672,697700
2014-01-07,131.33999633789062,131.33999633789062,131.33999633789062,130.74000549316406,130.74000549316406,607500
2014-01-08,131.85000610351562,131.85000610351562,132.7899932861328,131.85000610351562,132.16000366210938,776600
2014-01-09,130.63999938964844,130.63999938964844,132.67999267578125,130.44000244140625,132.17999267578125,843300
2014-01-10,130.74000549316406,130.74000549316406,131.66000366210938,130.60000610351562,131.22000122070312,564800
2014-01-13,130.0500030517578,130.0500030517578,131.99000549316406,130.0500030517578,131.5800018310547,609300
2014-01-14,129.66000366210938,129.66000366210938,130.3000030517578,129.5,129.8000030517578,523800
2014-01-15,130.47000122070312,130.47000122070312,130.83999633789062,130.25999450683594,130.25999450683594,509700
2014-01-16,130.6699981689453,130.6699981689453,131.6999969482422,130.6699981689453,131.17999267578125,592400
2014-01-17,130.5800018310547,130.5800018310547,131.13999938964844,130.2899932861328,131.0,554400
2014-01-20,131.00999450683594,131.00999450683594,131.38999938964844,130.89999389648438,130.89999389648438,562800
2014-01-21,130.60000610351562,130.60000610351562,131.64999389648438,130.60000610351562,131.41000366210938,538500
2014-01-22,131.07000732421875,131.07000732421875,131.77999877929688,130.9499969482422,130.9499969482422,504200
2014-01-23,131.17999267578125,131.17999267578125,132.13999938964844,131.17999267578125,131.6699981689453,450300
2014-01-24,130.52000427246094,130.52000427246094,131.47000122070312,130.4499969482422,131.22000122070312,427700
2014-01-27,128.66000366210938,128.66000366210938,129.47999572753906,128.39999389648438,129.47999572753906,456700
2014-02-05,128.66000366210938,128.66000366210938,128.66000366210938,126.48999786376953,126.94999694824219,412900
2014-02-06,130.8300018310547,130.8300018310547,130.91000366210938,129.22000122070312,129.22000122070312,489400
2014-02-07,131.8800048828125,131.8800048828125,132.4199981689453,131.83999633789062,131.83999633789062,591100
2014-02-10,132.08999633789062,132.08999633789062,133.0500030517578,132.08999633789062,132.57000732421875,562400
2014-02-11,133.2100067138672,133.2100067138672,133.2100067138672,132.4199981689453,132.4199981689453,544800
2014-02-12,134.36000061035156,134.36000061035156,134.44000244140625,133.9199981689453,134.0500030517578,593500
2014-02-13,134.60000610351562,134.60000610351562,135.16000366210938,134.5500030517578,134.66000366210938,570500
2014-02-14,134.0500030517578,134.0500030517578,135.77999877929688,134.0500030517578,135.25,619300
2014-02-18,135.61000061035156,135.61000061035156,135.6300048828125,134.91000366210938,134.91000366210938,607700
2014-02-19,136.5,136.5,137.08999633789062,136.05999755859375,136.05999755859375,667500
2014-02-20,136.35000610351562,136.35000610351562,137.5800018310547,136.35000610351562,136.97000122070312,692700
2014-02-21,138.32000732421875,138.32000732421875,138.49000549316406,137.50999450683594,137.50999450683594,755800
2014-02-24,138.99000549316406,138.99000549316406,139.38999938964844,138.74000549316406,138.74000549316406,676500
2014-02-25,139.89999389648438,139.89999389648438,140.5,139.4600067138672,139.4600067138672,759200
2014-02-26,140.63999938964844,140.63999938964844,140.92999267578125,140.1199951171875,140.1199951171875,747900
2014-02-27,141.1300048828125,141.1300048828125,142.0399932861328,140.9499969482422,140.9499969482422,753400
2014-03-03,141.7100067138672,141.7100067138672,141.8000030517578,140.75,140.99000549316406,616200
2014-03-04,141.60000610351562,141.60000610351562,142.6999969482422,141.42999267578125,141.82000732421875,660000
2014-03-05,143.47999572753906,143.47999572753906,143.72999572753906,142.41000366210938,142.41000366210938,762100
2014-03-06,145.3000030517578,145.3000030517578,145.57000732421875,143.8699951171875,143.8699951171875,841800
2014-03-07,142.9600067138672,142.9600067138672,146.57000732421875,142.7899932861328,145.89999389648438,974500
2014-03-10,143.07000732421875,143.07000732421875,143.5,142.39999389648438,143.08999633789062,558700
2014-03-11,144.49000549316406,144.49000549316406,144.55999755859375,143.47999572753906,143.47999572753906,647200
2014-03-12,144.72999572753906,144.72999572753906,145.11000061035156,144.44000244140625,144.52999877929688,628400
2014-03-13,146.22000122070312,146.22000122070312,146.77000427246094,145.41000366210938,145.41000366210938,788400
2014-03-14,146.07000732421875,146.07000732421875,146.72000122070312,145.55999755859375,145.99000549316406,701500
2014-03-17,146.8000030517578,146.8000030517578,147.4499969482422,146.57000732421875,146.6300048828125,693800
2014-03-18,147.50999450683594,147.50999450683594,148.67999267578125,147.50999450683594,147.66000366210938,764800
2014-03-19,145.36000061035156,145.36000061035156,148.4199981689453,145.36000061035156,147.8699951171875,799200
2014-03-20,143.4600067138672,143.4600067138672,144.89999389648438,142.85000610351562,144.89999389648438,655900
2014-03-21,142.39999389648438,142.39999389648438,144.72000122070312,141.07000732421875,143.75,623700
2014-03-24,140.94000244140625,140.94000244140625,141.66000366210938,138.27999877929688,141.66000366210938,491700
2014-03-25,143.99000549316406,143.99000549316406,143.99000549316406,140.94000244140625,140.94000244140625,505700
2014-03-26,144.5500030517578,144.5500030517578,145.4499969482422,144.5500030517578,144.6300048828125,614300
2014-03-27,144.75,144.75,145.50999450683594,144.50999450683594,144.67999267578125,598700
2014-03-28,143.00999450683594,143.00999450683594,145.17999267578125,143.00999450683594,144.97999572753906,623800
2014-03-31,144.5,144.5,144.52999877929688,143.6199951171875,143.6199951171875,497400
2014-04-01,145.72999572753906,145.72999572753906,146.07000732421875,144.86000061035156,144.86000061035156,597200
2014-04-02,147.1999969482422,147.1999969482422,147.52999877929688,146.27999877929688,146.27999877929688,631400
2014-04-03,147.58999633789062,147.58999633789062,148.39999389648438,147.52000427246094,147.52000427246094,613100
2014-04-07,147.10000610351562,147.10000610351562,147.3300018310547,146.4499969482422,147.1300048828125,524600
2014-04-08,147.36000061035156,147.36000061035156,148.07000732421875,146.72000122070312,147.3800048828125,573400
2014-04-09,148.0,148.0,148.2100067138672,147.74000549316406,147.74000549316406,578400
2014-04-10,147.33999633789062,147.33999633789062,149.47000122070312,147.19000244140625,148.57000732421875,660800
2014-04-11,145.0399932861328,145.0399932861328,146.7100067138672,143.92999267578125,146.7100067138672,709600
2014-04-14,141.49000549316406,141.49000549316406,144.8800048828125,141.49000549316406,144.8800048828125,572600
2014-04-15,143.60000610351562,143.60000610351562,143.67999267578125,141.89999389648438,141.89999389648438,524200
2014-04-16,144.00999450683594,144.00999450683594,144.38999938964844,143.75,143.91000366210938,484400
2014-04-17,145.08999633789062,145.08999633789062,145.82000732421875,144.49000549316406,144.49000549316406,520900
2014-04-21,145.88999938964844,145.88999938964844,146.05999755859375,145.42999267578125,145.61000061035156,453100
2014-04-22,146.4199981689453,146.4199981689453,147.19000244140625,146.11000061035156,146.11000061035156,532400
2014-04-23,145.8699951171875,145.8699951171875,147.60000610351562,145.6999969482422,146.80999755859375,591500
2014-04-24,145.1300048828125,145.1300048828125,146.7100067138672,145.00999450683594,146.22000122070312,560600
2014-04-25,140.36000061035156,140.36000061035156,145.58999633789062,139.0800018310547,145.0399932861328,748500
2014-04-28,140.75,140.75,140.75,137.27999877929688,138.8000030517578,480900
2014-04-29,143.1999969482422,143.1999969482422,143.58999633789062,141.0800018310547,141.0800018310547,457600
2014-04-30,140.63999938964844,140.63999938964844,143.9199981689453,140.63999938964844,143.2899932861328,449300
2014-05-02,142.82000732421875,142.82000732421875,142.82000732421875,141.13999938964844,141.13999938964844,365000
2014-05-05,144.16000366210938,144.16000366210938,144.3699951171875,143.1199951171875,143.47000122070312,397000
2014-05-06,145.1699981689453,145.1699981689453,145.44000244140625,144.27999877929688,144.47000122070312,452400
2014-05-07,145.5399932861328,145.5399932861328,145.97000122070312,144.86000061035156,145.30999755859375,472900
2014-05-08,145.19000244140625,145.19000244140625,146.74000549316406,145.19000244140625,145.9199981689453,491000
2014-05-09,143.44000244140625,143.44000244140625,145.8699951171875,143.3800048828125,145.3800048828125,473500
