時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),外資累計買賣超(元),買進(元),賣出(元),外資持股比例,買賣超(元),投信累計買賣超(元),買進(元),賣出(元),投信持股比例
2024/4/29,20235.93,20495.52,20235.93,20495.52,19955.93,20239.86,19482.53,4253.4,343億,2.20兆,1629億,1286億,N/A,39.8億,5848億,74.7億,34.9億,N/A
2024/4/30,20508.48,20559.97,20396.6,20396.6,20005.39,20244.97,19524.57,3643.95,23.4億,2.20兆,1355億,1331億,N/A,18.6億,5866億,56.7億,38.2億,N/A
2024/5/2,20360.67,20360.67,20222.44,20222.44,20006.31,20244.98,19563.68,3999.16,-181億,2.18兆,1323億,1504億,N/A,53.2億,5919億,77.7億,24.5億,N/A
2024/5/3,20381.98,20521.49,20272.34,20330.32,20009.22,20238.16,19602.47,4113.18,167億,2.20兆,1398億,1231億,N/A,21.0億,5940億,82.9億,61.9億,N/A
2024/5/6,20479.8,20639.9,20479.8,20523.31,20108.84,20247.45,19644.61,4190.96,217億,2.22兆,1441億,1224億,N/A,48.5億,5989億,98.5億,49.9億,N/A
2024/5/7,20634.62,20689.19,20493.8,20653.53,20233.07,20259.24,19686.84,4126.73,69.9億,2.23兆,1398億,1328億,N/A,47.2億,6036億,93.0億,45.8億,N/A
2024/5/8,20604.18,20700.51,20547.48,20700.51,20343.19,20254.46,19731.27,4259.81,23.9億,2.23兆,1453億,1429億,N/A,26.8億,6063億,78.2億,51.5億,N/A
2024/5/9,20710.05,20754.61,20560.77,20560.77,20386.09,20244.32,19775.79,4249.29,-208億,2.21兆,1302億,1509億,N/A,30.6億,6094億,87.4億,56.8億,N/A
2024/5/10,20582.12,20765.82,20574.01,20708.84,20471.24,20242.1,19821.47,4428.38,166億,2.23兆,1531億,1365億,N/A,64.6億,6158億,114億,49.3億,N/A
2024/5/13,20905.16,20933.28,20816.42,20857.71,20544.96,20248.16,19868.1,4344.85,159億,2.24兆,1471億,1312億,N/A,34.2億,6192億,98.8億,64.6億,N/A
2024/5/14,20835.95,20994.53,20816.77,20985.85,20593.99,20274.96,19916.26,4763.83,219億,2.26兆,1662億,1443億,N/A,47.8億,6240億,100億,52.5億,N/A
2024/5/15,20984.7,21308.32,20984.7,21147.21,20669.05,20337.22,19957.97,4988.12,267億,2.29兆,1771億,1504億,N/A,20.4億,6261億,68.4億,48.0億,N/A
2024/5/16,21319.02,21515.52,21249.88,21304.26,20777.23,20391.77,20002.93,5362.62,484億,2.34兆,2096億,1613億,N/A,-10.5億,6250億,58.2億,68.7億,N/A
2024/5/17,21346.75,21346.75,21218.34,21258.47,20870.05,20439.63,20046.64,4233.07,13.4億,2.34兆,1337億,1324億,N/A,72.4億,6322億,216億,143億,N/A
2024/5/20,21278.38,21338.35,21102.18,21271.63,20944.88,20526.86,20088.61,4509.96,-65.5億,2.33兆,1444億,1510億,N/A,62.7億,6385億,228億,166億,N/A
2024/5/21,21239.26,21307.08,21131.62,21236.75,21003.2,20618.13,20131.28,3792.87,-31.8億,2.33兆,1236億,1268億,N/A,3.63億,6389億,140億,136億,N/A
2024/5/22,21248.99,21567.48,21248.99,21551.83,21088.33,20715.76,20176.27,4488.22,321億,2.36兆,1610億,1289億,N/A,-2.23億,6387億,145億,147億,N/A
2024/5/23,21668.84,21668.84,21475.99,21607.43,21193,20789.55,20221.57,5196.62,167億,2.38兆,1733億,1566億,N/A,29.0億,6416億,228億,199億,N/A
2024/5/24,21442.67,21608.72,21381.25,21565.34,21278.65,20874.94,20265.19,4242.52,60.6億,2.39兆,1452億,1391億,N/A,-13.0億,6403億,124億,137億,N/A
2024/5/27,21699.98,21871.34,21699.98,21803.77,21373.25,20959.1,20314.35,5032.41,33.9億,2.39兆,1609億,1575億,N/A,21.0億,6424億,162億,141億,N/A
2024/5/28,21812.2,21937.4,21812.2,21858.41,21460.51,21027.25,20362.54,4849.12,-24.0億,2.39兆,1568億,1592億,N/A,-17.9億,6406億,136億,154億,N/A
2024/5/29,21846.41,21906.1,21662.5,21662.5,21512.04,21090.54,20407.99,4925.7,-275億,2.36兆,1637億,1912億,N/A,-3.79億,6402億,126億,130億,N/A
2024/5/30,21481.39,21558.36,21364.24,21364.48,21518.06,21147.65,20442.31,4309.05,-435億,2.32兆,1272億,1707億,N/A,-18.8億,6383億,161億,180億,N/A
2024/5/31,21400.83,21539.03,21174.22,21174.22,21509.64,21189.84,20472.1,6894.85,-330億,2.28兆,3249億,3579億,N/A,8677萬,6384億,357億,356億,N/A
2024/6/3,21388.71,21612.54,21372.08,21536.76,21536.15,21240.51,20506.05,4399.76,29.0億,2.29兆,1397億,1368億,N/A,32.3億,6416億,270億,238億,N/A
2024/6/4,21513.85,21529.98,21308.97,21356.62,21548.14,21275.67,20533.77,4539.45,-203億,2.27兆,1367億,1570億,N/A,71.0億,6487億,235億,164億,N/A
2024/6/5,21385,21510.86,21264.63,21484.88,21541.44,21314.89,20562.09,4112.59,-187億,2.25兆,1259億,1447億,N/A,70.4億,6558億,205億,134億,N/A
2024/6/6,21856.13,21970.63,21847.68,21902.7,21570.97,21381.98,20598.37,4863.03,215億,2.27兆,1593億,1378億,N/A,59.1億,6617億,185億,126億,N/A
2024/6/7,21823.62,21920.85,21823.62,21858.38,21600.27,21439.46,20630.77,4607.02,-98.5億,2.26兆,1465億,1563億,N/A,29.7億,6647億,157億,127億,N/A
2024/6/11,21984.42,22003.71,21792.12,21792.12,21599.11,21486.18,20661.83,5178.94,-333億,2.22兆,1718億,2051億,N/A,38.2億,6685億,159億,121億,N/A
2024/6/12,21841.81,22094.94,21841.81,22048.96,21618.16,21539.34,20697.01,4571.44,168億,2.24兆,1643億,1475億,N/A,12.7億,6697億,155億,142億,N/A
2024/6/13,22217.64,22440.1,22211.08,22312.04,21683.12,21597.58,20740.84,5283.35,323億,2.27兆,1904億,1581億,N/A,-3.52億,6694億,86.9億,90.4億,N/A
2024/6/14,22311.93,22504.72,22252.02,22504.72,21797.14,21657.6,20784.59,5082.59,199億,2.29兆,1706億,1507億,N/A,3.37億,6697億,82.7億,79.4億,N/A
2024/6/17,22468.11,22567.34,22431.26,22496.53,21929.37,21719.5,20828.58,4536.6,-135億,2.28兆,1243億,1378億,N/A,33.0億,6730億,98.8億,65.8億,N/A
2024/6/18,22690.34,22787.67,22642.94,22757.43,22051.44,21793.79,20878.12,4689.12,181億,2.30兆,1575億,1394億,N/A,30.8億,6761億,103億,72.2億,N/A
2024/6/19,22858.45,23275.3,22858.45,23209.54,22236.73,21892.43,20928.3,6180.91,485億,2.35兆,2276億,1790億,N/A,40.2億,6801億,153億,113億,N/A
2024/6/20,23196.69,23406.1,23180.7,23406.1,22428.85,21985.15,20981.26,5217.21,227億,2.37兆,1755億,1528億,N/A,-7.92億,6793億,107億,115億,N/A
2024/6/21,23193.9,23351.17,23151.15,23253.39,22563.92,22067.44,21032.28,6506.75,-138億,2.36兆,2661億,2799億,N/A,-6.70億,6787億,216億,222億,N/A
2024/6/24,23124.31,23131.68,22813.7,22813.7,22659.45,22129.86,21077.07,5168.76,-451億,2.31兆,1439億,1890億,N/A,85.1億,6872億,245億,160億,N/A
2024/6/25,22695.15,22875.97,22503,22875.97,22767.84,22183.47,21121.66,4817.68,-97.1億,2.30兆,1721億,1818億,N/A,32.9億,6905億,162億,129億,N/A
2024/6/26,22938.57,23074.74,22893.75,22986.69,22861.61,22239.89,21169,4723.16,-79.3億,2.29兆,1581億,1660億,N/A,59.3億,6964億,174億,114億,N/A
2024/6/27,22859.93,22922.56,22765.16,22905.98,22921.01,22302.06,21212.52,4497.24,-161億,2.28兆,1477億,1639億,N/A,28.9億,6993億,164億,135億,N/A
2024/6/28,22896.72,23142.4,22896.72,23032.25,22973.76,22385.45,21259.36,4481.99,90.8億,2.29兆,1681億,1590億,N/A,-7.75億,6985億,192億,200億,N/A
2024/7/1,23042.7,23187.88,23015.17,23058.57,23029.96,22479.67,21302.56,4354.72,-64.4億,2.28兆,1217億,1282億,N/A,17.6億,7003億,195億,177億,N/A
2024/7/2,23012.74,23041.9,22833.78,22879.37,23042.16,22546.8,21344.92,4908.74,-242億,2.26兆,1358億,1600億,N/A,47.6億,7050億,302億,255億,N/A
2024/7/3,23009.82,23172.43,22994.28,23172.43,23038.45,22637.59,21390.83,5041.61,94.2億,2.27兆,1484億,1390億,N/A,76.4億,7127億,414億,338億,N/A
2024/7/4,23360.88,23571.82,23360.88,23522.53,23050.09,22739.47,21436.27,5496,363億,2.30兆,1768億,1405億,N/A,40.7億,7167億,263億,222億,N/A
2024/7/5,23532.01,23628.86,23491.79,23556.59,23080.41,22822.16,21482.82,4948.01,-55.4億,2.30兆,1342億,1397億,N/A,12.8億,7180億,154億,141億,N/A
2024/7/8,23550.64,24011.64,23505.86,23878.15,23186.85,22923.15,21534.9,5665.31,-82.2億,2.29兆,1625億,1708億,N/A,14.4億,7194億,139億,124億,N/A
2024/7/9,23888.2,24126.66,23607.92,23900.08,23289.26,23028.55,21587.63,6094.28,-157億,2.27兆,1854億,2011億,N/A,48.8億,7243億,171億,123億,N/A
2024/7/10,23744.88,24040.61,23682.49,24007.08,23391.3,23126.46,21646.92,5274.29,-108億,2.26兆,1657億,1766億,N/A,31.8億,7275億,98.6億,66.9億,N/A
2024/7/11,24242.03,24416.67,24151.8,24390.03,23539.71,23230.36,21721.72,5761.84,32.1億,2.26兆,1764億,1732億,N/A,15.2億,7290億,102億,86.4億,N/A
2024/7/12,23955.67,24045.73,23774.22,23916.93,23628.18,23300.97,21783.45,6008.06,-417億,2.22兆,1776億,2192億,N/A,67.4億,7358億,128億,60.6億,N/A
2024/7/15,23927.91,24018.31,23759.51,23879.36,23710.26,23370.11,21843.08,4741.66,-132億,2.21兆,1398億,1529億,N/A,50.0億,7408億,148億,98.1億,N/A
2024/7/16,23880.33,24174.18,23861.77,23997.25,23822.04,23432.1,21917.58,4794.72,-52.8億,2.20兆,1427億,1480億,N/A,77.8億,7485億,230億,152億,N/A
2024/7/17,23827.27,23993.68,23650.94,23769.82,23881.78,23460.11,21990.23,5596.26,-304億,2.17兆,1673億,1977億,N/A,41.2億,7527億,175億,134億,N/A
2024/7/18,23373.01,23450.91,23148.74,23398.47,23869.38,23459.73,22053.55,6052.77,-534億,2.12兆,1894億,2428億,N/A,92.0億,7619億,219億,127億,N/A
2024/7/19,23228.04,23235.82,22865.84,22869.26,23800.64,23440.53,22099.17,5651.14,-644億,2.06兆,1540億,2184億,N/A,69.7億,7688億,180億,111億,N/A
2024/7/22,22818.86,22818.86,22130.88,22256.99,23638.53,23412.69,22139.16,5694.26,-77.5億,2.05兆,1813億,1891億,N/A,90.6億,7779億,204億,113億,N/A
2024/7/23,22514.75,22871.84,22514.75,22871.84,23535.7,23412.48,22185.02,4058.35,129億,2.06兆,1526億,1398億,N/A,83.5億,7862億,142億,58.4億,N/A
2024/7/26,22206.93,22206.93,21889.61,22119.21,23346.92,23369.11,22212.08,4910.73,-844億,1.98兆,1590億,2434億,N/A,89.8億,7952億,141億,51.2億,N/A
2024/7/29,22321.37,22471.4,22128.14,22164.49,23124.36,23332.04,22241.55,4091.95,-6.76億,1.98兆,1450億,1456億,N/A,66.3億,8019億,127億,60.2億,N/A
2024/7/30,22040.04,22276.39,21833.85,22223.57,22955.03,23291.6,22274.9,3940.14,-236億,1.95兆,1374億,1610億,N/A,94.3億,8113億,158億,63.7億,N/A
2024/7/31,22088.78,22315.31,22046.29,22199.35,22787.03,23248.64,22306.05,3880.65,-165億,1.94兆,1562億,1727億,N/A,63.5億,8176億,116億,52.5億,N/A
2024/8/1,22546.4,22652.21,22465.06,22642.1,22651.51,23236.78,22341.36,4418.53,182億,1.95兆,1733億,1551億,N/A,76.3億,8253億,134億,57.9億,N/A
2024/8/2,22141.2,22141.2,21636.22,21638.09,22438.34,23160.06,22357.77,5425.62,-944億,1.86兆,1348億,2292億,N/A,113億,8365億,164億,51.1億,N/A
2024/8/5,20982.92,20982.92,19783.5,19830.88,22081.58,22975.48,22343.28,6679.17,-688億,1.79兆,1896億,2584億,N/A,178億,8543億,214億,35.6億,N/A
2024/8/6,20344.39,20751.5,19662.74,20501.02,21844.75,22822.7,22342.28,6520.73,248億,1.82兆,2723億,2475億,N/A,139億,8683億,205億,65.5億,N/A
2024/8/7,20638.28,21306.23,20638.28,21295.28,21748.58,22693.56,22352.06,4537.38,-78.0億,1.81兆,1719億,1797億,N/A,104億,8787億,139億,34.6億,N/A
2024/8/8,21047.16,21074.19,20723.26,20870.1,21548.41,22542.06,22352.26,4136.1,-452億,1.76兆,1400億,1853億,N/A,71.0億,8858億,106億,35.0億,N/A
2024/8/9,21212,21613.76,21212,21469,21483.39,22415.15,22360.32,4657.07,255億,1.79兆,1869億,1615億,N/A,50.4億,8908億,84.9億,34.5億,N/A
2024/8/12,21598.93,21897.98,21598.93,21773.26,21444.27,22284.31,22370.75,3909.06,188億,1.81兆,1422億,1234億,N/A,81.5億,8990億,112億,30.3億,N/A
2024/8/13,21816.07,21866.63,21698.47,21796.57,21401.57,22178.3,22378.95,3489.92,-45.5億,1.80兆,1195億,1241億,N/A,53.1億,9043億,86.1億,33.0億,N/A
2024/8/14,21952.03,22155.29,21942.22,22027.25,21384.36,22085.69,22391.77,4183.46,249億,1.83兆,1600億,1351億,N/A,49.0億,9092億,78.0億,29.0億,N/A
2024/8/15,22005.69,22089.04,21895.17,21895.17,21309.66,21980.59,22402.16,3305.92,-6.92億,1.83兆,1048億,1055億,N/A,-19.9億,9072億,50.9億,70.8億,N/A
2024/8/16,22114.72,22374.94,22114.72,22349.33,21380.79,21909.56,22420.7,4273.29,453億,1.87兆,1663億,1209億,N/A,56.1億,9128億,96.1億,39.9億,N/A
2024/8/19,22338.83,22485.91,22307.17,22409.63,21638.66,21860.12,22435,3254.31,-32.8億,1.87兆,992億,1025億,N/A,33.2億,9161億,75.8億,42.6億,N/A
2024/8/20,22464.07,22545.89,22369.25,22429.1,21831.47,21838.11,22448.69,3588.08,47.6億,1.87兆,1143億,1095億,N/A,22.6億,9184億,67.0億,44.4億,N/A
2024/8/21,22316.78,22358.88,22165.82,22237.89,21925.73,21837.16,22459.9,3446.43,-50.2億,1.87兆,1154億,1204億,N/A,4.49億,9188億,61.5億,57.0億,N/A
2024/8/22,22254.59,22315.92,22096.26,22148.83,22053.6,21801.01,22465.65,2983.33,-68.9億,1.86兆,959億,1028億,N/A,15.3億,9204億,39.2億,23.9億,N/A
2024/8/23,22042.59,22159.27,21935.98,22158.05,22122.51,21802.95,22470.65,3142.55,-19.5億,1.86兆,1045億,1064億,N/A,30.8億,9234億,58.1億,27.3億,N/A
2024/8/26,22250.49,22449.45,22164.53,22240.12,22169.19,21806.73,22480.28,3523.52,-51.5億,1.85兆,1093億,1145億,N/A,30.1億,9264億,58.7億,28.6億,N/A
2024/8/27,22179.21,22205.11,22059.51,22185,22208.04,21804.8,22493.95,2935.61,-128億,1.84兆,884億,1012億,N/A,48.2億,9313億,71.2億,23.0億,N/A
2024/8/28,22210.57,22370.66,22108.86,22370.66,22242.38,21813.37,22513.89,3163.11,-115億,1.83兆,977億,1092億,N/A,24.9億,9338億,48.5億,23.6億,N/A
2024/8/29,22136.31,22273.62,22010.89,22201.85,22273.05,21791.35,22524.98,3419.12,-241億,1.81兆,1023億,1264億,N/A,30.3億,9368億,71.4億,41.1億,N/A
2024/8/30,22230.07,22342.25,22230.07,22268.09,22264.92,21822.85,22540.17,4194.69,-47.4億,1.80兆,2058億,2105億,N/A,40.3億,9408億,55.5億,15.2億,N/A
2024/9/2,22341.9,22439.31,22178.04,22235.1,22247.47,21943.07,22552.67,2945.64,-128億,1.79兆,838億,966億,N/A,51.0億,9459億,83.7億,32.8億,N/A
2024/9/3,22240.11,22303.5,22092.21,22092.21,22213.78,22022.62,22555.83,2975.29,-59.7億,1.78兆,880億,939億,N/A,58.0億,9517億,89.5億,31.5億,N/A
2024/9/4,21574.65,21574.65,20922.17,21092.75,22099.27,22012.5,22543.07,5075.32,-1008億,1.68兆,1339億,2347億,N/A,115億,9632億,150億,35.6億,N/A
2024/9/5,21271.09,21488.81,21150.99,21187.71,22003.15,22028.38,22533,3299.47,-257億,1.66兆,966億,1223億,N/A,67.0億,9699億,109億,41.8億,N/A
2024/9/6,21255.45,21461.71,21125.14,21435.19,21930.87,22026.69,22522.77,2755.44,12.0億,1.66兆,949億,937億,N/A,59.0億,9758億,97.0億,38.0億,N/A
2024/9/9,21127.81,21163.91,20922.51,21144.44,21821.3,21995.25,22503.31,3092.44,-501億,1.61兆,909億,1410億,N/A,85.7億,9844億,115億,29.5億,N/A
2024/9/10,21252.57,21324.43,20977,21064.08,21709.21,21958.62,22479.3,3346.49,-270億,1.58兆,1034億,1304億,N/A,24.1億,9868億,74.0億,49.9億,N/A
2024/9/11,21089.18,21134.05,21031,21031,21575.24,21908.81,22454.87,2385.11,-85.1億,1.57兆,782億,867億,N/A,68.5億,9936億,95.6億,27.1億,N/A
2024/9/12,21373.64,21706.85,21373.64,21653.25,21520.38,21896.71,22436.47,3160.3,364億,1.61兆,1312億,948億,N/A,38.6億,9975億,65.7億,27.2億,N/A
2024/9/13,21754.36,21796.39,21643.22,21759.65,21469.54,21867.23,22412.3,2535.39,29.4億,1.61兆,916億,886億,N/A,36.5億,1.00兆,72.3億,35.8億,N/A
2024/9/16,21800,21854.74,21736.7,21850.08,21431.04,21839.25,22386.37,2355.98,-20.5億,1.61兆,748億,768億,N/A,24.7億,1.00兆,78.6億,53.9億,N/A
2024/9/18,21813.54,21859.16,21584.63,21678.84,21389.7,21801.74,22360.13,3366.58,-159億,1.59兆,1094億,1253億,N/A,45.9億,1.01兆,133億,87.5億,N/A
2024/9/19,21675.4,22042.69,21656.66,22042.69,21484.69,21791.98,22347.28,3345.67,271億,1.62兆,1352億,1081億,N/A,27.3億,1.01兆,114億,87.0億,N/A
2024/9/20,22246.24,22354.54,22136.53,22159.42,21581.86,21792.51,22335.33,4760.49,238億,1.64兆,2199億,1961億,N/A,34.2億,1.01兆,202億,168億,N/A
2024/9/23,22170.94,22307.46,22170.94,22285.53,21666.9,21798.88,22323.65,3051.73,116億,1.66兆,1024億,908億,N/A,43.0億,1.02兆,140億,97.2億,N/A
2024/9/24,22273.79,22431.78,22154.55,22431.78,21795.63,21808.47,22315.74,3527.72,105億,1.67兆,1243億,1137億,N/A,7.22億,1.02兆,132億,125億,N/A
2024/9/25,22569.29,22785.32,22569.29,22761.6,21965.38,21837.3,22311.23,4474.3,347億,1.70兆,1713億,1366億,N/A,21.5億,1.02兆,131億,109億,N/A
2024/9/26,22841.42,22961.77,22769.24,22858.81,22148.17,21861.7,22307.9,4475.61,212億,1.72兆,1636億,1424億,N/A,5.38億,1.02兆,142億,137億,N/A
2024/9/27,22978.97,23079.21,22806.83,22822.79,22265.12,21892.75,22306.96,4346.95,246億,1.75兆,1637億,1391億,N/A,9.77億,1.02兆,93.2億,83.4億,N/A
2024/9/30,22643.91,22691.23,22224.54,22224.54,22311.61,21890.57,22291.16,4051.54,-403億,1.71兆,1354億,1757億,N/A,-9.41億,1.02兆,48.6億,58.0億,N/A
2024/10/1,22329.65,22446.86,22311.33,22390.39,22365.64,21898.34,22272.29,2861.82,-93.1億,1.70兆,889億,982億,N/A,14.6億,1.02兆,113億,98.1億,N/A
2024/10/4,22459.1,22493.05,22193.5,22302.71,22428.03,21908.86,22251.4,4155.73,-223億,1.67兆,1570億,1793億,N/A,34.5億,1.03兆,102億,67.6億,N/A
2024/10/7,22479.24,22719.07,22479.24,22702.56,22494.01,21989.35,22231.8,3879.25,17.5億,1.68兆,1433億,1415億,N/A,49.9億,1.03兆,95.5億,45.6億,N/A
2024/10/8,22691.32,22691.32,22418.38,22611.39,22539.21,22060.54,22210.32,3868.4,-251億,1.65兆,1316億,1567億,N/A,31.5億,1.04兆,85.9億,54.4億,N/A
2024/10/9,22637.17,22885.95,22637.17,22659.08,22576.57,22121.73,22187.86,4188.96,133億,1.66兆,1459億,1326億,N/A,21.6億,1.04兆,71.5億,49.9億,N/A
2024/10/11,22726.19,23011.11,22726.19,22901.64,22623.55,22209.59,22163.05,3628.51,220億,1.69兆,1405億,1185億,N/A,23.9億,1.04兆,51.2億,27.3億,N/A
2024/10/14,22947.32,23015.55,22799.14,22975.29,22644.92,22305.15,22147.36,3224.45,-16.1億,1.68兆,1036億,1052億,N/A,52.7億,1.04兆,88.7億,35.9億,N/A
2024/10/15,23083.7,23353.91,23082.06,23292.04,22688.24,22418.2,22137.57,4281.57,334億,1.72兆,1656億,1321億,N/A,27.9億,1.05兆,74.3億,46.4億,N/A
2024/10/16,22990.64,23258.52,22866.73,23010.98,22707.06,22486.09,22121.13,4273.24,-341億,1.68兆,1607億,1948億,N/A,-1407萬,1.05兆,68.2億,68.4億,N/A
2024/10/17,23114.21,23191.79,22950.7,23053.84,22789.99,22550.8,22109.2,3815.82,-39.2億,1.68兆,1283億,1322億,N/A,17.4億,1.05兆,67.0億,49.7億,N/A
2024/10/18,23620.57,23713.7,23378.36,23487.27,22899.68,22632.66,22110.68,5001.81,566億,1.74兆,2006億,1440億,N/A,-6.54億,1.05兆,55.1億,61.6億,N/A
2024/10/21,23602.98,23678.51,23480.06,23542.53,23023.66,22725.84,22121.9,3647.59,211億,1.76兆,1423億,1212億,N/A,21.6億,1.05兆,102億,80.7億,N/A
2024/10/22,23428.11,23535.43,23269.86,23535.43,23106.95,22800.48,22143.21,3840.78,78.6億,1.77兆,1406億,1328億,N/A,38.7億,1.05兆,115億,76.7億,N/A
2024/10/23,23402.24,23486.45,23318.84,23334.76,23179.29,22859.25,22150.92,3418.6,-78.9億,1.76兆,1081億,1160億,N/A,-2.33億,1.05兆,67.2億,69.5億,N/A
2024/10/24,23446.64,23446.64,23150.77,23192.52,23232.63,22904.6,22168.81,3764,-66.9億,1.75兆,1184億,1251億,N/A,2.90億,1.05兆,53.0億,50.1億,N/A
2024/10/25,23255.07,23388.53,23222.77,23348.45,23277.31,22950.43,22188.54,3071.61,179億,1.77兆,1054億,874億,N/A,-12.7億,1.05兆,65.9億,78.6億,N/A
2024/10/28,23455.69,23547.12,23164.42,23198.07,23299.59,22972.25,22204.78,3354.1,80.1億,1.78兆,1123億,1043億,N/A,-1.32億,1.05兆,44.2億,45.5億,N/A
2024/10/29,23048.45,23056.57,22711.1,22926.59,23263.04,22975.64,22216.9,3514.76,-292億,1.75兆,1038億,1330億,N/A,57.6億,1.06兆,109億,51.0億,N/A
2024/10/30,22985.13,23116.33,22801.45,22820.43,23243.99,22975.53,22219.88,3392.43,-28.3億,1.75兆,1285億,1313億,N/A,32.4億,1.06兆,65.8億,33.4億,N/A
2024/11/1,22438.93,22828.98,22231.94,22780.08,23216.61,23003.3,22238.91,4262.18,-213億,1.72兆,1730億,1943億,N/A,59.1億,1.07兆,89.4億,30.3億,N/A
2024/11/4,22839.18,23020.99,22792.77,22965.39,23164.43,23032.05,22291.15,3175.44,-17.1億,1.72兆,1036億,1053億,N/A,35.5億,1.07兆,76.2億,40.7億,N/A
2024/11/5,22870.11,23178.8,22849.83,23106.79,23120.85,23072.26,22334.58,3345.43,93.1億,1.73兆,1127億,1034億,N/A,55.6億,1.08兆,85.8億,30.2億,N/A
2024/11/6,23112.95,23439.39,23035.3,23217.38,23089.05,23098,22366.62,4087.6,-20.1億,1.73兆,1306億,1326億,N/A,37.4億,1.08兆,85.8億,48.5億,N/A
2024/11/7,23180.01,23518.63,23132.94,23408.82,23096.45,23137.87,22408.93,4324.61,54.4億,1.73兆,1467億,1413億,N/A,20.7億,1.08兆,65.2億,44.4億,N/A
2024/11/8,23608.11,23699.7,23509.13,23553.89,23132.59,23182.61,22443.68,4315.46,-1227萬,1.73兆,1313億,1313億,N/A,31.1億,1.09兆,73.7億,42.6億,N/A
2024/11/11,23477.75,23563.8,23306.66,23529.64,23150.71,23214.01,22472.95,3642.5,-1.73億,1.73兆,1234億,1236億,N/A,28.6億,1.09兆,74.5億,45.9億,N/A
2024/11/12,23276.76,23276.76,22981.77,22981.77,23129.08,23214.33,22492.7,4510.5,-477億,1.69兆,1397億,1874億,N/A,67.7億,1.10兆,104億,36.6億,N/A
2024/11/13,22894.91,23046.47,22860.23,22860.23,23122.44,23192.74,22506.59,3903.49,-425億,1.64兆,1193億,1619億,N/A,59.2億,1.10兆,106億,46.7億,N/A
2024/11/14,22821.04,22893.82,22619.71,22715.38,23111.94,23177.96,22520.26,4107.46,-254億,1.62兆,1322億,1576億,N/A,57.4億,1.11兆,126億,68.9億,N/A
2024/11/15,22767.11,22940.8,22690.77,22742.77,23108.21,23162.41,22526.81,4168.83,51.3億,1.62兆,1527億,1475億,N/A,-77.1億,1.10兆,43.3億,120億,N/A
2024/11/18,22693.96,22781.77,22503.69,22546.54,23066.32,23115.37,22529.1,3567.69,-107億,1.61兆,1238億,1345億,N/A,31.7億,1.10兆,161億,130億,N/A
2024/11/19,22614.74,22906.69,22578.75,22848.8,23040.52,23080.69,22536.09,3611.44,107億,1.62兆,1392億,1286億,N/A,54.0億,1.11兆,208億,154億,N/A
2024/11/20,22872.91,22977.56,22622.47,22688.36,22987.62,23038.33,22543.6,3864.8,-321億,1.59兆,1269億,1591億,N/A,53.2億,1.11兆,198億,145億,N/A
2024/11/21,22671.66,22708.57,22490.28,22555.66,22902.3,22999.38,22550.38,3564.61,-264億,1.57兆,1150億,1414億,N/A,85.0億,1.12兆,214億,129億,N/A
2024/11/22,22799.53,23019.04,22799.53,22904.32,22837.35,22984.97,22562.82,3564.42,80.4億,1.57兆,1245億,1164億,N/A,46.8億,1.13兆,176億,129億,N/A
2024/11/25,22996.05,23172.43,22948.37,22948.37,22779.22,22964.96,22574.62,4828.41,52.2億,1.58兆,2430億,2378億,N/A,59.8億,1.13兆,138億,77.9億,N/A
2024/11/26,22789.6,22832.11,22645.13,22678.76,22748.92,22939,22582.85,3176.66,-293億,1.55兆,957億,1250億,N/A,33.7億,1.14兆,97.0億,63.3億,N/A
2024/11/27,22665.58,22743.99,22334.78,22334.78,22696.37,22909.41,22582.25,3828.59,-411億,1.51兆,947億,1357億,N/A,26.2億,1.14兆,89.4億,63.3億,N/A
2024/11/28,22380.45,22413.25,22124.31,22298.9,22654.73,22883.33,22583.87,3336.93,-98.9億,1.50兆,1079億,1177億,N/A,36.9億,1.14兆,86.6億,49.7億,N/A
2024/11/29,22202.28,22429.86,22055.38,22262.5,22606.7,22857.45,22583.78,3154.02,-265億,1.47兆,1109億,1374億,N/A,47.6億,1.15兆,87.2億,39.6億,N/A
2024/12/2,22456.5,22802.53,22456.5,22736.93,22625.74,22846.03,22592.14,3192.07,150億,1.49兆,1160億,1010億,N/A,47.3億,1.15兆,120億,72.6億,N/A
2024/12/3,22972.3,23144.78,22972.3,23027.46,22643.6,22842.06,22607.73,4040.93,286億,1.52兆,1588億,1302億,N/A,3.30億,1.15兆,108億,105億,N/A
2024/12/4,23126.08,23255.33,23034.7,23255.33,22700.3,22843.96,22643.77,3668.79,259億,1.54兆,1398億,1139億,N/A,-28.8億,1.15兆,82.1億,111億,N/A
2024/12/5,23308.29,23387.17,23225.31,23267.94,22771.53,22836.92,22678.44,3857.08,46.0億,1.55兆,1349億,1303億,N/A,-12.2億,1.15兆,79.2億,91.4億,N/A
2024/12/6,23278.68,23361.12,23137.62,23193.27,22800.42,22818.89,22707.74,3702.8,20.0億,1.55兆,1208億,1188億,N/A,-25.8億,1.15兆,79.3億,105億,N/A
2024/12/9,23287.79,23325.99,23172.22,23273.25,22832.91,22806.07,22743.22,3693.79,42.1億,1.55兆,1298億,1256億,N/A,11.2億,1.15兆,80.8億,69.6億,N/A
