時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),外資累計買賣超(元),買進(元),賣出(元),外資持股比例,買賣超(元),投信累計買賣超(元),買進(元),賣出(元),投信持股比例
2025/7/29,23414.36,23422.17,23094.67,23201.52,23253.91,22929.52,22125.61,3902.88,-165億,1.29兆,1211億,1377億,N/A,38.4億,1.36兆,127億,88.3億,N/A
2025/7/30,23288.72,23461.72,23264.64,23461.72,23295.79,22973.72,22174.6,3359.27,141億,1.31兆,1189億,1048億,N/A,14.4億,1.36兆,77.4億,63.0億,N/A
2025/7/31,23523.59,23631.11,23454.44,23542.52,23338.71,23015.2,22224.53,4117.47,93.9億,1.32兆,1539億,1445億,N/A,1782萬,1.36兆,90.1億,89.9億,N/A
2025/8/1,23318.37,23484.21,23168.27,23434.38,23343.84,23059.54,22272.71,4045.47,-70.3億,1.31兆,1327億,1397億,N/A,8.01億,1.36兆,74.8億,66.7億,N/A
2025/8/4,23260.18,23378.94,23151.65,23378.94,23347.68,23107.06,22313.78,3394,113億,1.32兆,1181億,1068億,N/A,23.1億,1.37兆,89.0億,65.9億,N/A
2025/8/5,23498.4,23671.84,23498.4,23660.59,23414.94,23171.97,22355.96,3798.98,115億,1.33兆,1299億,1184億,N/A,36.7億,1.37兆,95.5億,58.9億,N/A
2025/8/6,23443.36,23557.49,23433.53,23447.36,23427.81,23217.99,22391.25,3610.46,-108億,1.32兆,1136億,1245億,N/A,18.1億,1.37兆,85.0億,66.9億,N/A
2025/8/7,23717.35,24050.54,23717.35,24003.77,23490.82,23283.51,22428.27,4669.73,432億,1.36兆,1717億,1284億,N/A,11.2億,1.37兆,73.4億,62.2億,N/A
2025/8/8,24026.65,24131.46,23967.99,24021.26,23556.5,23347.03,22466.45,4316.18,-32.6億,1.36兆,1368億,1400億,N/A,-18.6億,1.37兆,76.9億,95.5億,N/A
2025/8/11,23980.39,24249.05,23887.25,24135.5,23628.76,23423.05,22504.65,4367.43,-39.9億,1.36兆,1237億,1277億,N/A,4.29億,1.37兆,105億,101億,N/A
2025/8/12,24182.84,24263.92,24065.43,24158.36,23724.44,23489.17,22548.55,4303.63,-57.3億,1.35兆,1317億,1374億,N/A,-6161萬,1.37兆,95.5億,96.1億,N/A
2025/8/13,24232.04,24406.94,24172.19,24370.02,23815.27,23555.53,22595.95,5735.22,70.4億,1.36兆,1847億,1777億,N/A,-15.0億,1.37兆,96.8億,112億,N/A
2025/8/14,24258.5,24389.51,24198.88,24238.1,23884.83,23611.77,22636.52,4861.89,-44.6億,1.35兆,1578億,1623億,N/A,-20.5億,1.37兆,79.5億,100.0億,N/A
2025/8/15,24266.23,24385.56,24164.43,24334.48,23974.84,23659.34,22680.92,4538.04,53.7億,1.36兆,1469億,1415億,N/A,-33.6億,1.36兆,69.5億,103億,N/A
2025/8/18,24272.55,24515.65,24257.3,24482.52,24085.2,23716.44,22728.09,4572.65,46.4億,1.36兆,1518億,1471億,N/A,17.3億,1.37兆,112億,94.8億,N/A
2025/8/19,24493.92,24551.42,24324.29,24353.5,24154.49,23784.72,22775.04,4773.5,-110億,1.35兆,1481億,1591億,N/A,-16.4億,1.36兆,86.3億,103億,N/A
2025/8/20,24309.27,24309.27,23620.24,23625.44,24172.3,23800.05,22813.18,5717.74,-627億,1.29兆,1698億,2324億,N/A,-27.3億,1.36兆,65.2億,92.6億,N/A
2025/8/21,23739.83,24011.5,23739.83,23962.13,24168.13,23829.47,22856.59,4201.8,-101億,1.28兆,1416億,1517億,N/A,16.0億,1.36兆,100億,84.0億,N/A
2025/8/22,24033.02,24071.65,23764.47,23764.47,24142.45,23849.48,22896.88,3691.56,-164億,1.26兆,1129億,1293億,N/A,-11.6億,1.36兆,60.0億,71.6億,N/A
2025/8/25,24108.81,24362.02,24108.75,24277.38,24156.64,23892.7,22951.46,4310.23,241億,1.29兆,1465億,1224億,N/A,32.3億,1.37兆,88.0億,55.7億,N/A
2025/8/26,24237.36,24382.42,24113.03,24305.1,24171.31,23947.88,23004.43,5313.57,-145億,1.27兆,2264億,2410億,N/A,-24.3億,1.36兆,70.2億,94.4億,N/A
2025/8/27,24449.81,24539.88,24410.08,24519.9,24186.3,24000.79,23052.79,4668.3,-19.5億,1.27兆,1394億,1414億,N/A,-16.5億,1.36兆,56.4億,72.9億,N/A
2025/8/28,24468.12,24502.37,24236.45,24236.45,24186.14,24035.48,23095.49,4487.77,-95.2億,1.26兆,1334億,1429億,N/A,-27.6億,1.36兆,60.6億,88.2億,N/A
2025/8/29,24438.03,24570.15,24233.1,24233.1,24176,24075.42,23138.36,4780.43,-86.3億,1.25兆,1465億,1551億,N/A,-3.35億,1.36兆,79.4億,82.7億,N/A
2025/9/1,24143.37,24312.83,23885.41,24071.73,24134.92,24110.06,23176.39,5222.19,-76.7億,1.25兆,1504億,1580億,N/A,-30.6億,1.35兆,114億,145億,N/A
2025/9/2,24113.9,24295.03,23890.33,24016.78,24101.25,24127.87,23205.96,4195.83,77.9億,1.25兆,1379億,1301億,N/A,-61.0億,1.35兆,78.7億,140億,N/A
2025/9/3,24036.88,24103.23,23925.49,24100.3,24148.73,24160.51,23233.13,3747.19,82.0億,1.26兆,1261億,1179億,N/A,-6.38億,1.35兆,68.4億,74.8億,N/A
2025/9/4,24235.27,24389.35,24168.16,24179.85,24170.51,24169.32,23264.67,4501.46,118億,1.27兆,1464億,1346億,N/A,-15.5億,1.35兆,66.0億,81.5億,N/A
2025/9/5,24244.26,24494.58,24244.26,24494.58,24243.52,24192.98,23305.03,4261.38,283億,1.30兆,1487億,1205億,N/A,-4.34億,1.35兆,69.6億,73.9億,N/A
2025/9/8,24610.85,24729.96,24547.38,24547.38,24270.52,24213.58,23346.65,4425.49,146億,1.32兆,1462億,1316億,N/A,-12.2億,1.35兆,59.6億,71.8億,N/A
2025/9/9,24650.46,24880.07,24650.46,24855.18,24325.53,24248.42,23390.71,5118.09,357億,1.35兆,1855億,1498億,N/A,-17.8億,1.34兆,62.1億,79.9億,N/A
2025/9/10,25032.88,25272.23,25032.88,25192.59,24392.79,24289.55,23437.98,5397.6,489億,1.40兆,1968億,1479億,N/A,-27.3億,1.34兆,61.2億,88.5億,N/A
2025/9/11,25509.3,25541.44,25174.13,25215.71,24490.72,24338.43,23491.51,6090.5,330億,1.43兆,2146億,1816億,N/A,-62.7億,1.33兆,61.2億,124億,N/A
2025/9/12,25349.7,25492.28,25349.7,25474.64,24614.87,24395.44,23548.66,4946.85,265億,1.46兆,1738億,1472億,N/A,-58.1億,1.33兆,46.4億,105億,N/A
2025/9/15,25494.1,25519.94,25284.17,25357.16,24743.42,24439.17,23609.08,4075.64,25.5億,1.46兆,1383億,1357億,N/A,-82.5億,1.32兆,37.3億,120億,N/A
2025/9/16,25335.46,25664.81,25335.46,25629.64,24904.7,24502.98,23666.43,4548.38,270億,1.49兆,1701億,1431億,N/A,-45.1億,1.32兆,112億,157億,N/A
2025/9/17,25543.91,25632.07,25422.96,25438.25,25038.5,24593.62,23716.56,4393.38,-57.3億,1.48兆,1589億,1647億,N/A,-53.1億,1.31兆,49.9億,103億,N/A
2025/9/18,25543.17,25769.36,25475.25,25769.36,25197.45,24683.98,23771.17,4671.14,122億,1.50兆,1649億,1528億,N/A,-49.9億,1.31兆,65.8億,116億,N/A
2025/9/19,25794.66,25864.01,25578.37,25578.37,25305.83,24774.67,23821.15,6193.13,-157億,1.48兆,2558億,2716億,N/A,-19.4億,1.30兆,162億,181億,N/A
2025/9/22,25599.6,25887.69,25599.6,25880.6,25439.15,24854.83,23881.56,4817.48,-66.5億,1.47兆,1536億,1603億,N/A,-52.6億,1.30兆,69.3億,122億,N/A
2025/9/23,26121,26307.3,26041.69,26247.37,25578.37,24951.95,23943.12,5467.26,106億,1.48兆,1784億,1677億,N/A,-15.7億,1.30兆,92.4億,108億,N/A
2025/9/24,26389.16,26394.03,26045.47,26196.73,25678.78,25035.79,24003.43,5149.58,-130億,1.47兆,1618億,1748億,N/A,-85.7億,1.29兆,64.1億,150億,N/A
2025/9/25,26067.97,26247.85,26023.85,26023.85,25759.6,25125.16,24058.61,5030.37,1.07億,1.47兆,1663億,1662億,N/A,-17.4億,1.29兆,82.4億,99.8億,N/A
2025/9/26,25998.28,25998.28,25469.04,25580.32,25770.17,25192.52,24109.16,4997.47,-252億,1.45兆,1563億,1814億,N/A,-56.5億,1.28兆,60.9億,117億,N/A
2025/9/30,25738.31,25975.84,25738.31,25820.54,25816.5,25279.96,24165.69,4551.64,65.5億,1.45兆,2019億,1954億,N/A,6.97億,1.28兆,77.2億,70.2億,N/A
2025/10/1,26078.29,26325.79,25982.91,25982.91,25851.83,25378.27,24226.04,4687.05,127億,1.47兆,1656億,1529億,N/A,6.33億,1.28兆,138億,132億,N/A
2025/10/2,26392.31,26489.79,26330.25,26378.39,25945.84,25492.17,24290.22,5065.08,234億,1.49兆,1763億,1529億,N/A,2.37億,1.28兆,94.6億,92.3億,N/A
2025/10/3,26435.1,26761.06,26410.03,26761.06,26045.01,25621.23,24358.02,4798.95,170億,1.51兆,1570億,1400億,N/A,-16.9億,1.28兆,53.4億,70.3億,N/A
2025/10/7,27029.28,27301.42,27017.08,27211.95,26208.37,25757.1,24432.37,5754.88,6.77億,1.51兆,2025億,2018億,N/A,-67.1億,1.27兆,46.6億,114億,N/A
2025/10/8,26999.82,27110.43,26883.99,27063.68,26326.68,25882.92,24506.52,4710.69,-141億,1.49兆,1548億,1689億,N/A,-43.5億,1.27兆,33.1億,76.6億,N/A
2025/10/9,27301.61,27463.12,27253.07,27301.92,26432.14,26005.25,24580.95,5824.16,44.5億,1.50兆,1895億,1851億,N/A,-23.7億,1.27兆,58.0億,81.8億,N/A
2025/10/13,26762.6,26965.72,26470.44,26923.42,26504.8,26091.79,24645.62,6081.17,-563億,1.44兆,1928億,2491億,N/A,-7.28億,1.27兆,57.9億,65.2億,N/A
2025/10/14,27282.1,27507.16,26764.06,26793.15,26581.73,26170.67,24706.95,7085.91,-163億,1.42兆,2259億,2423億,N/A,-18.8億,1.26兆,77.2億,96.0億,N/A
2025/10/15,26911.05,27275.71,26773.15,27275.71,26751.27,26260.72,24771.83,5210.42,-151億,1.41兆,2018億,2169億,N/A,-10.4億,1.26兆,73.9億,84.3億,N/A
2025/10/16,27337.32,27732.78,27337.32,27647.87,26934.01,26375.25,24843.62,5652.62,130億,1.42兆,1961億,1832億,N/A,2.00億,1.26兆,93.4億,91.4億,N/A
2025/10/17,27399.91,27513.09,27302.37,27302.37,27065.95,26458.89,24915.53,5562.71,-220億,1.40兆,1795億,2015億,N/A,-57.6億,1.26兆,77.3億,135億,N/A
2025/10/20,27480.44,27768.27,27412.45,27688.63,27196.98,26571.41,24988.36,4987.8,142億,1.41兆,1671億,1529億,N/A,-29.9億,1.25兆,90.4億,120億,N/A
2025/10/21,27742.55,27969.05,27742.55,27752.41,27296.11,26670.56,25061.34,5286.28,-2.41億,1.41兆,1618億,1620億,N/A,-38.9億,1.25兆,103億,142億,N/A
2025/10/22,27614.11,27725.83,27490.89,27648.91,27339.81,26774.09,25132.75,4628.84,-224億,1.39兆,1375億,1599億,N/A,-23.1億,1.25兆,86.2億,109億,N/A
2025/10/23,27457.07,27586.85,27371.67,27532.26,27386.67,26856.67,25201.4,4343.34,-239億,1.37兆,1293億,1533億,N/A,-11.0億,1.25兆,81.8億,92.8億,N/A
2025/10/27,28029.88,28196.33,27993.63,27993.63,27455.84,26943.99,25281.27,5639.82,326億,1.40兆,2136億,1809億,N/A,-30.5億,1.24兆,91.7億,122億,N/A
2025/10/28,28041.01,28087.93,27885.62,27949.11,27558.41,27031.6,25356.06,5554.85,-271億,1.37兆,1771億,2042億,N/A,6.18億,1.25兆,84.7億,78.5億,N/A
2025/10/29,28157.91,28395.31,28139.65,28294.74,27708.56,27145.15,25435.26,5940.14,71.9億,1.38兆,1938億,1866億,N/A,-48.1億,1.24兆,66.2億,114億,N/A
2025/10/30,28350.24,28527.68,28116.6,28287.53,27809.75,27280.51,25516.15,6333.13,16.6億,1.38兆,2146億,2130億,N/A,-54.3億,1.23兆,81.6億,136億,N/A
2025/10/31,28280.47,28489.76,28233.35,28233.35,27868.29,27401.15,25597.06,5759.75,-284億,1.35兆,1848億,2132億,N/A,-34.8億,1.23兆,80.6億,115億,N/A
2025/11/3,28253.53,28494.99,28150.45,28334.59,27971.52,27518.73,25674.96,5812.77,-84.5億,1.35兆,1801億,1885億,N/A,-2499萬,1.23兆,110億,110億,N/A
2025/11/4,28364.76,28554.61,28033.62,28116.56,28014.31,27605.64,25752.78,6040.7,-76.3億,1.34兆,1947億,2024億,N/A,36.4億,1.24兆,120億,83.4億,N/A
2025/11/5,27785.91,27799.09,27373.05,27717.06,28010.77,27653.44,25814.66,6191.78,-575億,1.28兆,2013億,2588億,N/A,-14.0億,1.23兆,81.1億,95.1億,N/A
2025/11/6,27906.44,28061.53,27879.7,27899.45,28035.83,27687.82,25879.3,5141.58,-51.6億,1.27兆,1800億,1852億,N/A,27.1億,1.24兆,98.1億,71.0億,N/A
2025/11/7,27818.54,27818.54,27621.48,27651.41,28047.74,27717.2,25937.9,4865.83,-354億,1.24兆,1562億,1916億,N/A,-13.9億,1.23兆,46.7億,60.6億,N/A
2025/11/10,27805.47,27976.89,27680.51,27869.51,28035.33,27745.58,25999.75,5039.9,-52.9億,1.23兆,1768億,1821億,N/A,30.4億,1.24兆,88.8億,58.4億,N/A
2025/11/11,28031.54,28187.7,27784.95,27784.95,28018.92,27788.66,26056.67,5841.79,-174億,1.22兆,1853億,2026億,N/A,23.4億,1.24兆,76.6億,53.2億,N/A
2025/11/12,27853.47,28071.76,27799.92,27947.09,27984.15,27846.36,26118.48,5758.03,-84.8億,1.21兆,1987億,2071億,N/A,-24.5億,1.24兆,57.7億,82.2億,N/A
2025/11/13,27867.59,28038.24,27811.81,27903.56,27945.75,27877.75,26177.97,6738.8,-66.4億,1.20兆,2273億,2339億,N/A,-9.72億,1.24兆,96.0億,106億,N/A
2025/11/14,27816.45,27816.45,27383.34,27397.5,27862.17,27865.23,26226.55,6142.68,-604億,1.14兆,1809億,2413億,N/A,-47.4億,1.23兆,76.6億,124億,N/A
2025/11/17,27600.74,27723.77,27447.31,27447.31,27773.44,27872.48,26278.11,5474.84,73.4億,1.15兆,2078億,2005億,N/A,-87.0億,1.22兆,118億,205億,N/A
2025/11/18,27310.4,27310.4,26756.12,26756.12,27637.4,27825.85,26330.29,6724.49,-485億,1.10兆,2205億,2690億,N/A,-31.9億,1.22兆,184億,216億,N/A
2025/11/19,26708.28,26902.97,26580.12,26580.12,27523.7,27767.24,26373.93,5159.72,-257億,1.07兆,2022億,2279億,N/A,10.8億,1.22兆,186億,175億,N/A
2025/11/20,27212.91,27493.63,27183.03,27426.36,27476.39,27756.11,26434.96,5922.29,131億,1.09兆,2170億,2039億,N/A,13.4億,1.22兆,200億,187億,N/A
2025/11/21,26821.97,26821.97,26395.98,26434.94,27354.75,27701.24,26470.92,5817.1,-916億,9960億,1870億,2786億,N/A,-10.2億,1.22兆,159億,169億,N/A
2025/11/24,26596.03,26764.13,26482.33,26504.24,27218.22,27626.78,26507.57,7490.29,-300億,9661億,4573億,4872億,N/A,-6.89億,1.22兆,160億,167億,N/A
2025/11/25,26995.9,27118.02,26793.71,26912.17,27130.94,27574.93,26547.44,4905.79,63.4億,9724億,1905億,1842億,N/A,-20.3億,1.22兆,168億,189億,N/A
2025/11/26,27063.17,27409.54,27063.17,27409.54,27077.19,27530.67,26600.33,5233.29,124億,9848億,1916億,1792億,N/A,120億,1.23兆,230億,110億,N/A
2025/11/27,27517.24,27659.06,27436.59,27554.53,27042.28,27494.02,26655.68,5062.74,135億,9983億,1822億,1688億,N/A,76.5億,1.24兆,193億,116億,N/A
2025/11/28,27566.12,27796.9,27566.12,27626.48,27065.18,27463.67,26714.93,4894.11,-195億,9788億,1726億,1921億,N/A,48.5億,1.24兆,103億,54.6億,N/A
2025/12/1,27674.16,27697.06,27342.53,27342.53,27054.7,27414.07,26770.36,4932.83,-243億,9545億,1667億,1910億,N/A,76.7億,1.25兆,170億,93.2億,N/A
2025/12/2,27550.35,27741.89,27477.1,27564.27,27135.52,27386.46,26828.09,4863.31,136億,9680億,1915億,1780億,N/A,13.2億,1.25兆,96.3億,83.0億,N/A
2025/12/3,27605.63,27847.67,27605.63,27793.04,27256.81,27390.26,26888.31,4571.33,162億,9843億,1742億,1580億,N/A,14.0億,1.25兆,72.8億,58.8億,N/A
2025/12/4,27773.42,27880.23,27636.63,27795.71,27293.75,27385.07,26943.33,3978.04,103億,9946億,1449億,1346億,N/A,-6.52億,1.25兆,48.2億,54.7億,N/A
2025/12/5,27796.43,27980.89,27738.5,27980.89,27448.34,27401.54,27000.55,4570.45,369億,1.03兆,1728億,1359億,N/A,-5.05億,1.25兆,47.3億,52.4億,N/A
2025/12/8,28034,28303.78,28026.39,28303.78,27628.29,27423.26,27058.03,4379.88,141億,1.05兆,1494億,1353億,N/A,1.50億,1.25兆,58.7億,57.2億,N/A
2025/12/9,28364.04,28390.24,28157.27,28182.6,27755.34,27443.14,27107.86,5242.48,-58.9億,1.04兆,1796億,1855億,N/A,-6.06億,1.25兆,66.5億,72.6億,N/A
2025/12/10,28190.76,28417.09,28190.76,28400.73,27854.46,27465.82,27160.95,5088.28,196億,1.06兆,1765億,1569億,N/A,18.4億,1.25兆,80.7億,62.3億,N/A
2025/12/11,28385.23,28568.02,27984.19,28024.75,27901.48,27471.88,27203.45,5369.03,-190億,1.04兆,1646億,1836億,N/A,21.0億,1.26兆,103億,81.9億,N/A
2025/12/12,28097.54,28272.06,28071.34,28198.02,27958.63,27511.91,27250.8,4883.62,166億,1.06兆,1642億,1475億,N/A,13.5億,1.26兆,72.1億,58.6億,N/A
2025/12/15,28119.79,28119.79,27684.87,27866.94,28011.07,27532.89,27288.09,4515.32,-490億,1.01兆,1372億,1862億,N/A,-21.2億,1.26兆,87.9億,109億,N/A
2025/12/16,27721.1,27740.66,27355.67,27536.66,28008.31,27571.92,27323.06,5469.71,-595億,9484億,1624億,2219億,N/A,36.3億,1.26兆,235億,199億,N/A
2025/12/17,27596.18,27780.69,27469.6,27525.17,27981.53,27619.17,27352.32,5246.83,-354億,9130億,1832億,2186億,N/A,7.98億,1.26兆,208億,200億,N/A
2025/12/18,27447.45,27569.44,27350.77,27468.53,27948.81,27621.28,27383.83,4598.91,-268億,8862億,1581億,1849億,N/A,37.5億,1.26兆,216億,179億,N/A
2025/12/19,27685.74,27869.78,27672.05,27696.35,27920.35,27684.35,27414.09,5681.98,-1.24億,8860億,2357億,2358億,N/A,43.5億,1.27兆,469億,426億,N/A
2025/12/22,27986.66,28168.75,27986.66,28149.64,27904.94,27766.62,27445.79,5042.51,226億,9087億,1731億,1505億,N/A,11.2億,1.27兆,305億,294億,N/A
2025/12/23,28253.14,28350.37,28212.84,28310.47,27917.73,27836.53,27481.02,4316.48,-81.7億,9005億,1309億,1391億,N/A,17.9億,1.27兆,263億,245億,N/A
2025/12/24,28383.61,28486.38,28280.59,28371.98,27914.85,27884.65,27520.16,4387.72,-38.0億,8967億,1210億,1248億,N/A,-47.0億,1.27兆,250億,297億,N/A
2025/12/26,28443.48,28590.91,28404.34,28556.02,27967.98,27934.73,27569.75,4434.85,84.2億,9051億,1232億,1148億,N/A,-52.6億,1.26兆,279億,331億,N/A
2025/12/29,28662.79,28841.64,28595.35,28810.89,28029.27,27993.95,27619.59,4686.4,95.1億,9146億,1376億,1281億,N/A,-13.1億,1.26兆,112億,125億,N/A
2025/12/30,28723.82,28833.03,28553.64,28707.13,28113.28,28062.18,27664.99,4692.55,44.7億,9191億,1386億,1342億,N/A,-40.8億,1.26兆,217億,258億,N/A
2025/12/31,28723.49,29009.81,28687.9,28963.6,28255.98,28132.15,27708.08,5479.18,-5.19億,9186億,1621億,1626億,N/A,-28.7億,1.25兆,229億,257億,N/A
2026/1/2,29016.68,29363.43,29007.75,29349.81,28438.44,28209.98,27751.23,6693.42,120億,9306億,2031億,1911億,N/A,-41.9億,1.25兆,261億,303億,N/A
2026/1/5,29779.7,30339.32,29779.7,30105.04,28702.09,28325.45,27799.45,8003.76,-76.4億,9229億,2525億,2602億,N/A,-3.11億,1.25兆,259億,262億,N/A
2026/1/6,29933.65,30576.3,29933.65,30576.3,28990.09,28455.22,27857.99,7629.48,28.4億,9258億,2584億,2555億,N/A,-27.8億,1.25兆,152億,180億,N/A
2026/1/7,30412.32,30570.26,30306.16,30435.47,29218.67,28561.81,27910.22,8813.3,-295億,8963億,2723億,3018億,N/A,-82.1億,1.24兆,168億,250億,N/A
2026/1/8,30330.58,30593.49,30268.36,30360.55,29423.68,28670.7,27967.5,7589.73,-6.78億,8956億,2465億,2472億,N/A,-55.3億,1.23兆,87.5億,143億,N/A
2026/1/9,30370.45,30500.42,29925.49,30288.96,29615.38,28765.11,28025.76,7038.37,-84.4億,8872億,2315億,2400億,N/A,-47.3億,1.23兆,66.4億,114億,N/A
2026/1/12,30472.7,30681.99,30472.7,30567.29,29816.5,28892.24,28080.62,6258.08,-122億,8750億,2023億,2145億,N/A,-100億,1.22兆,70.2億,170億,N/A
2026/1/13,30630.86,30973.85,30529.33,30707.22,30006.14,29017.7,28131.61,7481.96,157億,8907億,2481億,2324億,N/A,-67.7億,1.21兆,95.6億,163億,N/A
2026/1/14,30742.53,30994.81,30742.53,30941.78,30229.6,29171.44,28192.27,6812.03,133億,9040億,2276億,2143億,N/A,-65.1億,1.20兆,109億,174億,N/A
2026/1/15,30746.98,30877.31,30663.87,30810.58,30414.3,29335.14,28244.3,6714.52,-2.10億,9038億,2264億,2266億,N/A,-27.8億,1.20兆,123億,151億,N/A
2026/1/16,30844.63,31475.22,30844.63,31408.7,30620.19,29529.32,28305.24,8510.2,399億,9437億,2798億,2399億,N/A,-77.2億,1.19兆,98.6億,176億,N/A
2026/1/19,31336.77,31827.39,31285.53,31639.29,30773.61,29737.85,28371.75,8228.59,-278億,9159億,2277億,2555億,N/A,-131億,1.18兆,156億,287億,N/A
2026/1/20,31584.34,31759.99,31340.1,31759.99,30891.98,29941.04,28442.21,7989.78,-39.8億,9119億,2575億,2615億,N/A,-88.0億,1.17兆,126億,214億,N/A
2026/1/21,31749.14,31749.14,31200.76,31246.37,30973.07,30095.87,28496.42,8984.26,-446億,8674億,2738億,3184億,N/A,-175億,1.15兆,124億,299億,N/A
2026/1/22,31371.13,31890.62,31371.13,31746.08,31111.63,30267.65,28559.7,8141.12,193億,8867億,2795億,2603億,N/A,-19.2億,1.15兆,125億,144億,N/A
2026/1/23,31788.77,32042.44,31693.15,31961.51,31278.88,30447.13,28620.82,8179.68,232億,9099億,2838億,2606億,N/A,-8.38億,1.15兆,158億,167億,N/A
2026/1/26,32002.56,32196.75,31989.86,32064.52,31428.6,30622.55,28683.77,7467.34,-14.9億,9084億,2450億,2465億,N/A,-41.3億,1.15兆,83.6億,125億,N/A
2026/1/27,32095.08,32428.17,32095.08,32317.92,31589.67,30797.91,28751.84,8169.14,223億,9306億,2801億,2578億,N/A,-50.2億,1.14兆,129億,179億,N/A
2026/1/28,32381.76,32803.82,32381.76,32803.82,31775.88,31002.74,28826.33,8529.91,333億,9639億,2900億,2567億,N/A,-13.9億,1.14兆,147億,161億,N/A
2026/1/29,32828.02,32996.03,32472.45,32536.27,31948.45,31181.37,28899.99,9588.76,147億,9786億,3282億,3135億,N/A,-29.6億,1.14兆,126億,155億,N/A
2026/1/30,32555.52,32555.52,32004.96,32063.75,32013.95,31317.07,28972.44,9406.93,-512億,9273億,3128億,3640億,N/A,-33.0億,1.13兆,126億,159億,N/A
2026/2/2,32008.46,32008.46,31359.95,31624.03,32012.43,31393.02,29034.51,7707.29,-481億,8793億,2345億,2825億,N/A,49.5億,1.14兆,188億,138億,N/A
2026/2/3,31737.66,32293.83,31737.66,32195.36,32055.96,31473.97,29110.25,8212.46,72.7億,8866億,2850億,2778億,N/A,106億,1.15兆,210億,104億,N/A
2026/2/4,32196.57,32380,31942.28,32289.81,32160.31,31566.69,29183.92,7041.88,121億,8986億,2506億,2385億,N/A,58.2億,1.16兆,138億,79.7億,N/A
2026/2/5,32241.64,32241.64,31769.08,31801.27,32165.83,31638.73,29250.86,7146.36,-727億,8259億,2168億,2895億,N/A,31.6億,1.16兆,133億,102億,N/A
2026/2/6,31746.44,31842.62,31164.28,31782.92,32147.97,31713.42,29314.79,6996.61,-71.5億,8188億,2625億,2696億,N/A,67.6億,1.17兆,126億,58.4億,N/A
2026/2/9,31956.21,32666.05,31956.21,32404.62,32181.98,31805.29,29389.8,6531.87,248億,8435億,2509億,2262億,N/A,8.96億,1.17兆,79.6億,70.6億,N/A
2026/2/10,32439.71,33072.97,32439.71,33072.97,32257.48,31923.58,29484.4,6776.29,557億,8993億,2853億,2296億,N/A,46.7億,1.17兆,107億,60.0億,N/A
2026/2/11,33086.15,33707.83,33071.67,33605.71,32337.67,32056.77,29587.04,6986.04,524億,9516億,2831億,2308億,N/A,40.9億,1.18兆,131億,90.5億,N/A
2026/2/23,33663.02,34212.38,33663.02,33773.26,32461.37,32204.91,29703.99,9491.89,83.5億,9600億,4212億,4128億,N/A,-20.0億,1.17兆,193億,213億,N/A
2026/2/24,34020.71,34786.42,33987.51,34700.82,32725.08,32369.51,29839.33,8612.03,627億,1.02兆,3512億,2884億,N/A,61.6億,1.18兆,205億,143億,N/A
2026/2/25,34753.31,35521.54,34753.31,35413.07,33103.98,32558.2,29972.44,10200,411億,1.06兆,3840億,3428億,N/A,51.2億,1.18兆,240億,189億,N/A
2026/2/26,35457.76,35579.34,35171.52,35414.49,33425.89,32740.93,30122.1,12066.33,-106億,1.05兆,5649億,5755億,N/A,-10.6億,1.18兆,268億,278億,N/A
2026/3/2,35277.48,35345.72,34605.36,35095.09,33706.42,32933.36,30265.28,10131.75,-390億,1.01兆,3645億,4035億,N/A,83.2億,1.19兆,218億,135億,N/A
2026/3/3,35106.22,35264.59,34323.65,34323.65,33958.66,33062.24,30388.81,11121.02,-947億,9196億,3350億,4297億,N/A,39.2億,1.20兆,155億,115億,N/A
2026/3/4,34228.75,34228.75,32828.88,32828.88,34063.26,33105.61,30479.13,10985.35,-966億,8230億,3458億,4424億,N/A,67.6億,1.20兆,202億,134億,N/A
2026/3/5,33620.74,34319.68,33472.91,33672.94,34190.09,33186.03,30581.1,7928.43,-515億,7715億,2657億,3172億,N/A,145億,1.22兆,213億,68.6億,N/A
2026/3/6,33483.94,33829.49,33322.52,33599.54,34242.75,33250.11,30680.66,6548.52,-352億,7362億,2182億,2534億,N/A,71.2億,1.22兆,151億,80.1億,N/A
2026/3/9,32354.61,32354.61,31529.36,32110.42,34093.22,33215.44,30760.12,8677.41,-1208億,6154億,2445億,3653億,N/A,136億,1.24兆,181億,45.5億,N/A
2026/3/10,32692.37,33256.69,32455.2,32771.87,33993.08,33227.22,30846.91,7276.82,-251億,5903億,2561億,2812億,N/A,131億,1.25兆,185億,54.6億,N/A
2026/3/11,33128.49,34218.66,33128.49,34114.19,33934.41,33329.75,30952.27,6928.47,372億,6275億,2559億,2187億,N/A,40.5億,1.25兆,83.2億,42.6億,N/A
2026/3/12,33816.15,34019.48,33458.64,33581.86,33751.29,33427.64,31048.7,7832.66,-711億,5564億,2408億,3119億,N/A,-7.52億,1.25兆,115億,123億,N/A
2026/3/13,33215.78,33639.18,33013.46,33400.32,33549.88,33487.89,31139.03,7519.26,-580億,4984億,2334億,2914億,N/A,-4370萬,1.25兆,108億,108億,N/A
2026/3/16,33541.25,33765.81,33278.06,33342.51,33374.62,33540.52,31223.01,7543.37,-438億,4546億,2375億,2813億,N/A,3.25億,1.25兆,138億,135億,N/A
