時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),主力累計買賣超(元),買進(元),賣出(元)
2023/3/1,15435.38,15617.03,15387.38,15598.49,15536.83,15519.65,14905.08,2607.53,-20億,-366億,118億,138億
2023/3/2,15580.28,15618.06,15492.37,15598.72,15531.25,15536.32,14921.58,2168.53,-24億,-391億,88億,112億
2023/3/3,15621.36,15713.42,15606.85,15608.42,15548.8,15545.74,14935.32,2401.91,14億,-377億,100億,87億
2023/3/6,15675.28,15818.88,15675.28,15763.51,15570.1,15554.16,14951.74,2469.07,155億,-222億,242億,88億
2023/3/7,15763.87,15879.16,15749.04,15857.89,15607.92,15566.92,14973.42,2346.84,86億,-136億,139億,53億
2023/3/8,15819.18,15821.49,15740.98,15818.2,15634.62,15588.19,14991.9,2604.38,-74億,-210億,74億,147億
2023/3/9,15827.98,15878.75,15770.66,15770.66,15655.39,15606.67,15006.75,2575.53,-72億,-282億,94億,166億
2023/3/10,15729.29,15729.29,15488.71,15526.2,15666.13,15602.08,15015.31,2943.99,-251億,-533億,70億,321億
2023/3/13,15514.03,15571.17,15349.67,15560.49,15660.64,15600.16,15025.14,2429.89,31億,-502億,112億,82億
2023/3/14,15517.74,15517.74,15348.12,15360.42,15646.3,15588.85,15031.46,2407.74,-249億,-751億,73億,321億
2023/3/15,15425.99,15526.73,15387.59,15387.59,15625.21,15581.02,15042.44,2467.72,-83億,-833億,58億,141億
2023/3/16,15334.25,15334.25,15186.74,15221.12,15587.45,15559.35,15052.3,2456.43,-129億,-962億,40億,169億
2023/3/17,15337.97,15452.96,15337.97,15452.96,15571.9,15560.35,15067.29,2691.13,95億,-868億,206億,111億
2023/3/20,15454.75,15488.98,15399.07,15419.97,15537.55,15553.83,15079.2,1928.5,-28億,-896億,52億,80億
2023/3/21,15437.95,15547.97,15437.95,15513.45,15503.11,15555.51,15094.22,2223.19,-11億,-907億,76億,87億
2023/3/22,15535.17,15760.46,15535.17,15760.46,15497.33,15565.98,15114.84,2471.14,238億,-669億,289億,51億
2023/3/23,15711.6,15882.75,15680.84,15863.95,15506.66,15581.02,15133.59,2339.26,154億,-515億,209億,55億
2023/3/24,15869.84,15921.97,15845.99,15914.7,15545.51,15605.82,15153.26,2630.59,123億,-392億,165億,42億
2023/3/27,15873.67,15902.06,15821.63,15830.31,15572.49,15616.57,15174.96,2156.37,-32億,-424億,61億,92億
2023/3/28,15790.7,15846.54,15685.59,15701.48,15606.6,15626.45,15196.09,2146.85,-78億,-501億,41億,119億
2023/3/29,15766.29,15811.2,15681.1,15769.76,15644.82,15635.01,15222.76,1976.11,42億,-459億,127億,85億
2023/3/30,15824.65,15885.21,15791.75,15849.43,15707.65,15647.55,15249.67,1885.25,109億,-350億,162億,52億
2023/3/31,15874.19,15951.8,15857.19,15868.06,15749.16,15660.53,15273.42,2035.35,118億,-232億,187億,69億
2023/4/6,15838.07,15838.07,15733.29,15810.77,15788.24,15662.89,15299.08,2105.4,-35億,-267億,91億,126億
2023/4/7,15856.19,15877.99,15811.19,15836.5,15820.54,15661.82,15324.93,1792.88,22億,-245億,66億,44億
2023/4/10,15850.94,15919.76,15850.94,15876.17,15832.11,15664.72,15350.73,1820.28,22億,-223億,67億,44億
2023/4/11,15886.46,15945.63,15838.1,15913.88,15837.11,15671.88,15379.74,2211.69,72億,-151億,128億,56億
2023/4/12,15914.15,15944.32,15867.02,15932.97,15838.93,15692.22,15410.54,2329.66,60億,-91億,119億,59億
2023/4/13,15888.63,15913.2,15800.42,15804.76,15836.38,15704.44,15438.33,2588,-105億,-196億,46億,150億
2023/4/14,15854.25,15973.82,15854.25,15929.43,15859.17,15732.89,15466.75,2561.83,110億,-86億,164億,55億
2023/4/17,15934.64,15963.55,15894.77,15963.55,15878.55,15761.68,15496.15,2504.5,27億,-59億,94億,67億
2023/4/18,15967.89,15967.89,15851.71,15869.44,15880.55,15794.1,15522.29,2583.87,-79億,-138億,57億,136億
2023/4/19,15874.65,15915.39,15756.75,15770.47,15870.79,15809.98,15545.58,2569.48,-100億,-238億,41億,141億
2023/4/20,15771.45,15804.38,15686.54,15707.52,15860.47,15824.35,15561.5,2367.59,-113億,-351億,68億,181億
2023/4/21,15776.54,15802.93,15592.96,15602.99,15837.12,15828.83,15574.84,2579.5,-40億,-391億,67億,107億
2023/4/24,15555.1,15643.86,15529.39,15626.87,15812.19,15822.15,15589.43,1792.48,-34億,-425億,76億,110億
2023/4/25,15606.83,15639.49,15353.22,15370.73,15757.87,15797.49,15600.08,2739.81,-200億,-625億,59億,260億
2023/4/26,15352.03,15398.4,15284.46,15374.63,15702.04,15770.49,15609.25,2195.25,-22億,-648億,118億,140億
2023/4/27,15374.39,15455.88,15306.69,15411.49,15662.71,15749.55,15617.33,2067.77,-98億,-746億,68億,167億
2023/4/28,15477.34,15580.63,15477.34,15579.18,15627.69,15743.43,15628.1,2316.46,41億,-705億,119億,78億
2023/5/2,15588.68,15651.23,15532.63,15636.48,15594.98,15736.77,15630.48,2296.53,72億,-632億,134億,61億
2023/5/3,15629.51,15629.51,15530.79,15553.41,15563.38,15721.97,15635.28,2045.07,-115億,-747億,53億,167億
2023/5/4,15548.02,15622.41,15523.5,15609.03,15547.23,15709.01,15638.43,2038.5,-9億,-756億,49億,58億
2023/5/5,15627.93,15673.62,15578.67,15626.07,15539.09,15699.78,15638.94,1834.04,11億,-745億,54億,43億
2023/5/8,15648.54,15757.8,15648.54,15699.57,15548.75,15692.93,15640.56,2171.45,96億,-649億,140億,44億
2023/5/9,15702.26,15744.27,15635.9,15727.7,15558.83,15685.51,15646.14,2138.83,43億,-606億,84億,41億
2023/5/10,15708.48,15711.39,15579.49,15641.76,15585.93,15671.9,15650.15,1993.71,-53億,-659億,73億,126億
2023/5/11,15666.49,15675.37,15501.58,15514.64,15599.93,15650.99,15648.43,2028.29,-71億,-729億,41億,111億
2023/5/12,15477.12,15545.99,15424.42,15502.36,15609.02,15635.87,15646.82,2228.9,12億,-717億,132億,120億
2023/5/15,15489.18,15510.09,15434.52,15475.05,15598.61,15613.15,15644.96,1922.61,-99億,-816億,49億,148億
2023/5/16,15550.57,15723.95,15550.57,15673.9,15602.35,15598.66,15647.12,2161.21,171億,-644億,239億,67億
2023/5/17,15702.74,15961.97,15698.63,15925.29,15639.54,15601.46,15651.64,2642.45,351億,-293億,428億,76億
2023/5/18,16060.26,16128.72,16015.62,16101.88,15688.82,15618.03,15662.79,2931.85,342億,49億,399億,57億
2023/5/19,16146.29,16189.81,16099.9,16174.92,15743.71,15641.4,15673.19,3304.34,310億,359億,393億,83億
2023/5/22,16168.74,16202.92,16131.55,16180.89,15791.84,15670.29,15684.88,2502.04,30億,389億,140億,111億
2023/5/23,16186.15,16239.5,16121.45,16188.03,15837.87,15698.35,15695.49,2414.7,33億,422億,106億,73億
2023/5/24,16186.62,16186.62,16070.16,16159.32,15889.63,15737.78,15705.43,2298.8,-33億,389億,96億,129億
2023/5/25,16163.95,16323.77,16163.95,16292,15967.36,15783.65,15719.98,3384.92,219億,609億,346億,126億
2023/5/26,16509.14,16537.79,16457.74,16505.05,16067.63,15838.33,15734.81,3851.7,347億,956億,480億,133億
2023/5/29,16610.86,16683.76,16597.38,16636.3,16183.76,15891.18,15753.69,3459.8,215億,1171億,361億,145億
2023/5/30,16648.77,16681.19,16579.13,16622.74,16278.64,15940.5,15770.76,3183.12,5億,1176億,183億,178億
2023/5/31,16593.53,16636.65,16491.9,16578.96,16344.01,15991.77,15787.1,4231.2,11億,1187億,322億,311億
2023/6/1,16511,16555.5,16477.43,16512.65,16385.09,16036.95,15802.17,2796.42,-29億,1159億,59億,88億
2023/6/2,16525,16752.2,16525,16706.91,16438.29,16091,15817.89,3664.78,186億,1344億,250億,64億
2023/6/5,16714.48,16781.19,16703.6,16714.43,16491.64,16141.74,15832.17,3037.31,35億,1380億,128億,93億
2023/6/6,16712.98,16793.81,16699.83,16761.66,16549,16193.44,15847.89,2761.63,30億,1409億,140億,111億
2023/6/7,16771.76,16922.48,16771.76,16922.48,16625.32,16257.47,15867.09,2959.53,135億,1544億,244億,109億
2023/6/8,16864.18,16899.51,16694.21,16733.69,16669.49,16318.43,15887.21,3085.16,-122億,1423億,87億,209億
2023/6/9,16775.92,16895.99,16775.92,16886.4,16707.62,16387.63,15909.31,2912.3,108億,1531億,173億,65億
2023/6/12,16899.49,16999.72,16899.49,16955.37,16739.53,16461.64,15935.89,3030.5,82億,1613億,183億,101億
2023/6/13,17135.84,17254.96,17129.23,17216.6,16798.92,16538.78,15966.38,3584.16,390億,2003億,525億,134億
2023/6/14,17190.7,17259.23,17182.18,17238.14,16864.83,16604.42,15999.99,3264.92,78億,2081億,179億,101億
2023/6/15,17259.37,17346.32,17259.37,17334.98,16947.07,16666.08,16031.36,3837.66,112億,2194億,190億,77億
2023/6/16,17342.86,17342.86,17250.79,17288.91,17005.27,16721.78,16062.51,4580.25,30億,2223億,241億,211億
2023/6/19,17274.07,17306.81,17210.87,17274.56,17061.28,16776.46,16091.86,3256.53,-4億,2219億,144億,148億
2023/6/20,17233.8,17247.16,17121.59,17184.91,17103.6,16826.3,16115.6,3236.5,-87億,2132億,122億,209億
2023/6/21,17186.72,17246.77,17131.45,17202.4,17131.6,16878.46,16137.91,3307.61,-24億,2107億,139億,163億
2023/6/26,17182.48,17182.48,17011.28,17059.24,17164.15,16916.82,16156.98,3040.55,-148億,1960億,128億,276億
2023/6/27,17022.15,17035.49,16887.9,16887.9,17164.3,16935.96,16174.61,3002.03,-121億,1839億,81億,202億
2023/6/28,16906.23,17011.12,16903.71,16935.63,17162.33,16950.93,16195.18,2652.3,-42億,1797億,93億,135億
2023/6/29,16930.41,17077.44,16911.38,16942.3,17134.9,16966.91,16214.72,2735.19,51億,1848億,182億,130億
2023/6/30,16870.27,16919.95,16792.34,16915.54,17102.64,16983.74,16232.49,3131.06,-66億,1782億,139億,205億
2023/7/3,16946.71,17103.73,16946.71,17084.2,17077.56,17012.31,16252.76,3432.04,95億,1877億,185億,90億
2023/7/4,17055.19,17154.1,17042.6,17140.77,17062.75,17034.01,16274.93,3828.1,-62億,1815億,78億,140億
2023/7/5,17130.26,17153.17,17020.01,17056.43,17040.93,17051.11,16295.26,3422.62,-172億,1643億,50億,222億
2023/7/6,17017.09,17017.09,16749.29,16762.17,16998.66,17051.13,16310.03,3544.34,-346億,1297億,77億,423億
2023/7/7,16736.94,16762.39,16593.84,16664.21,16944.84,17038.22,16322.53,3100.81,-223億,1074億,75億,298億
2023/7/10,16667.43,16798.81,16635.83,16652.8,16904.2,17034.17,16334.53,2723.55,-99億,976億,75億,173億
2023/7/11,16675.69,16898.91,16675.69,16898.91,16905.3,17034.8,16352.76,3198.47,132億,1107億,203億,72億
2023/7/12,16903.25,16962.03,16864.01,16962.03,16907.94,17035.13,16369.97,3539.3,11億,1118億,156億,145億
2023/7/13,16994.59,17223.86,16994.59,17061.4,16919.85,17027.37,16388.27,4711.98,203億,1322億,312億,108億
2023/7/14,17152.81,17287.4,17128.07,17283.71,16956.66,17029.65,16411.84,4292.4,129億,1450億,263億,134億
2023/7/17,17279.11,17346.66,17235.92,17334.29,16981.67,17029.62,16437.91,3947.23,7億,1458億,114億,107億
2023/7/18,17368.36,17401.59,17164.92,17227.91,16990.39,17026.57,16463.25,4936.44,-100億,1357億,96億,197億
2023/7/19,17265.38,17340.82,17082.54,17116.44,16996.39,17018.66,16488.47,4335.33,-73億,1284億,163億,237億
2023/7/20,17104.91,17214.41,17098.65,17164.89,17036.66,17017.66,16514.1,3203.97,-44億,1240億,103億,146億
2023/7/21,17106.29,17106.29,16859.13,17030.7,17073.31,17009.07,16541.77,4397.43,-207億,1033億,107億,314億
2023/7/24,17036.79,17098.73,16941.15,17033.61,17111.39,17007.79,16569.42,4099.82,-144億,889億,85億,229億
2023/7/25,17061.88,17270.2,17061.88,17198.89,17141.39,17023.34,16599.21,4293.9,69億,958億,180億,111億
2023/7/26,17205.47,17247.02,17121.99,17162.55,17161.44,17034.69,16625.6,3695.02,-52億,907億,107億,158億
2023/7/27,17189.3,17282.86,17189.3,17241.82,17179.48,17049.66,16652.36,3553.31,77億,984億,169億,91億
2023/7/28,17244.51,17328.21,17179.94,17292.93,17180.4,17068.53,16681.35,3855.22,59億,1043億,148億,89億
2023/7/31,17341.04,17463.76,17081.48,17145.43,17161.52,17071.59,16706.95,4922.31,-129億,914億,105億,234億
2023/8/1,17141.97,17252.32,17095.86,17212.87,17160.01,17075.2,16733.4,3885.6,13億,926億,129億,117億
2023/8/2,17207.22,17212.55,16844.57,16893.73,17137.74,17067.06,16753.3,4588.94,-314億,612億,139億,453億
2023/8/4,16847.24,16887.38,16748.51,16843.68,17105.62,17071.14,16771.9,3744.15,-167億,445億,108億,275億
2023/8/7,16870.81,17032.32,16868.74,16996,17102.15,17087.73,16794.47,3280.96,-54億,391億,89億,143億
2023/8/8,17006.46,17043.56,16812.59,16877.07,17086.5,17098.94,16817.18,3792.46,-259億,132億,118億,377億
2023/8/9,16836.64,16956.73,16798.5,16870.94,17053.7,17097.54,16839.99,3328.75,-48億,84億,91億,139億
2023/8/10,16827.11,16827.11,16601.17,16634.7,17000.92,17081.18,16859.32,3543.66,-234億,-150億,90億,325億
2023/8/11,16644.65,16766.84,16601.25,16601.25,16936.86,17058.17,16874.77,2955.69,-85億,-235億,94億,179億
2023/8/14,16585.41,16585.41,16307.28,16393.66,16846.93,17013.67,16882.58,3295.52,-200億,-435億,84億,284億
2023/8/15,16438.63,16546.01,16437.63,16454.8,16777.87,16969.69,16888.46,2986.35,-17億,-451億,85億,101億
2023/8/16,16422.2,16446.78,16304.44,16446.78,16701.26,16930.64,16892.99,3325.61,-107億,-558億,118億,225億
2023/8/17,16411.63,16550.11,16264.65,16516.66,16663.55,16900.65,16898.59,3864.98,-111億,-670億,117億,229億
2023/8/18,16508.46,16583.95,16344.29,16381.31,16617.32,16861.47,16901.81,3865.65,-242億,-912億,89億,331億
2023/8/21,16414.14,16485.25,16347.77,16381.49,16555.87,16829.01,16905.51,2671.05,-44億,-956億,67億,111億
2023/8/22,16429.69,16535.07,16407.83,16437.61,16511.92,16799.21,16907.94,3102.1,11億,-945億,92億,82億
2023/8/23,16440.39,16588.51,16440.39,16576.9,16482.52,16768.11,16909.14,2942.11,63億,-883億,140億,78億
2023/8/24,16651.03,16822.36,16651.03,16770.87,16496.13,16748.53,16911.38,4511.61,123億,-759億,216億,92億
2023/8/25,16708.53,16708.53,16481.58,16481.58,16484.17,16710.51,16909.03,3279.45,-364億,-1123億,68億,432億
2023/8/28,16498.86,16582.96,16498.86,16509.26,16495.73,16671.33,16907.87,2832.01,-47億,-1171億,87億,134億
2023/8/29,16528.49,16627.7,16495.76,16623.65,16512.61,16645.24,16909.72,2536.08,45億,-1126億,111億,66億
2023/8/30,16666.33,16780.42,16666.33,16719.82,16539.92,16620.59,16909.93,2847.72,104億,-1022億,169億,65億
2023/8/31,16707.35,16712.22,16630.67,16634.51,16551.7,16607.63,16908.6,3601.95,-38億,-1059億,199億,237億
2023/9/1,16640.92,16730.13,16619.23,16644.94,16578.06,16597.69,16906.65,2858.42,-115億,-1174億,51億,166億
2023/9/4,16649.67,16789.69,16648.51,16789.69,16618.88,16587.37,16904.44,2367.66,13億,-1161億,64億,51億
2023/9/5,16784.12,16791.61,16727.44,16791.61,16654.28,16583.1,16905.41,2530.77,24億,-1137億,85億,61億
2023/9/6,16796.37,16841.19,16732.69,16738.16,16670.41,16576.46,16902.94,2766.13,-40億,-1177億,111億,151億
2023/9/7,16715.45,16715.45,16609.94,16619.14,16655.24,16575.68,16897.33,2426.08,-196億,-1373億,53億,249億
2023/9/8,16609.93,16609.93,16505.64,16576.02,16664.68,16574.42,16886.66,2311.89,-127億,-1500億,42億,170億
2023/9/11,16579.83,16600.03,16398.3,16432.95,16657.05,16576.39,16873.24,2891.41,-192億,-1693億,52億,244億
2023/9/12,16433.82,16579.86,16422.91,16572.71,16651.96,16582.28,16860.53,2520.09,73億,-1620億,162億,89億
2023/9/13,16578.13,16653.3,16542.72,16581.51,16638.12,16589.02,16848.74,2571.13,-4億,-1624億,78億,82億
2023/9/14,16581.62,16807.56,16581.62,16807.56,16655.43,16603.56,16840.96,2878.27,211億,-1413億,273億,62億
2023/9/15,16809.74,16920.92,16787.74,16920.92,16683.03,16630.55,16836.56,4051.69,134億,-1279億,330億,196億
2023/9/18,16893.97,16893.97,16698.24,16698.24,16673.88,16646.38,16828.15,2855.86,-257億,-1536億,57億,314億
2023/9/19,16706.48,16762.52,16636.32,16636.32,16658.35,16656.32,16821.11,2834.85,-117億,-1652億,71億,187億
2023/9/20,16626.61,16665.27,16522.38,16534.75,16638.01,16654.21,16815.22,2843.09,-206億,-1858億,52億,257億
2023/9/21,16475.42,16475.42,16300.54,16316.67,16607.77,16631.5,16804.9,2839.1,-321億,-2179億,50億,371億
2023/9/22,16267.32,16360.96,16202.43,16344.48,16584.61,16624.65,16794.94,2414.98,-120億,-2300億,67億,187億
2023/9/25,16345.78,16498.38,16345.78,16452.23,16586.54,16621.79,16787.22,2173.05,8億,-2292億,93億,85億
2023/9/26,16440.26,16440.26,16276.07,16276.07,16556.88,16604.42,16773.75,2397.22,-213億,-2505億,65億,279億
2023/9/27,16273.84,16324.22,16212.86,16310.36,16529.76,16583.94,16759.91,2192.57,-53億,-2558億,92億,145億
2023/9/28,16330.71,16411.28,16311.41,16353.74,16484.38,16569.9,16748.2,2671.29,-75億,-2633億,59億,134億
2023/10/2,16382.96,16575.31,16382.96,16557.31,16448.02,16565.52,16744.78,2867.54,141億,-2492億,209億,68億
2023/10/3,16520.24,16571.66,16453.8,16454.34,16423.63,16548.75,16741.29,2613.65,-172億,-2664億,72億,244億
2023/10/4,16419.48,16419.48,16203.34,16273.38,16387.33,16522.84,16734.96,2426.47,-267億,-2931億,76億,344億
2023/10/5,16313.89,16477.61,16313.89,16453.52,16379.21,16508.61,16727.54,2437.11,23億,-2908億,140億,117億
2023/10/6,16482.93,16539.13,16482.93,16520.57,16399.6,16503.68,16720.18,2229.79,66萬,-2908億,93億,93億
2023/10/11,16567.43,16729.5,16567.43,16672.03,16432.36,16508.48,16713.69,3756.41,248億,-2660億,315億,67億
2023/10/12,16698.85,16825.91,16684.43,16825.91,16469.72,16528.13,16706.06,3031.08,270億,-2390億,360億,90億
2023/10/13,16815.91,16815.91,16726.43,16782.57,16520.37,16538.62,16696.87,3049.22,-75億,-2465億,64億,139億
2023/10/16,16712.93,16712.93,16614.1,16652.24,16554.56,16542.16,16687.27,2407.24,-103億,-2569億,63億,166億
2023/10/17,16678.28,16770.64,16618.3,16642.55,16583.44,16533.91,16679.37,2794.24,-40億,-2609億,53億,93億
2023/10/18,16608.02,16612.25,16398.76,16440.91,16571.8,16509.91,16667.31,3610.69,-136億,-2745億,169億,305億
2023/10/19,16416.54,16479.35,16382.4,16452.73,16571.64,16497.63,16657.68,2580.04,-88億,-2833億,68億,157億
2023/10/20,16434.43,16462.56,16271.82,16440.72,16588.38,16487.85,16647.79,2838.91,-101億,-2934億,184億,285億
2023/10/23,16391.41,16391.41,16245.84,16251.36,16568.16,16473.68,16632,2173.71,-158億,-3092億,59億,216億
2023/10/24,16257.8,16318.77,16163,16309.76,16547.08,16473.34,16617.79,2358.71,-95億,-3187億,54億,149億
2023/10/25,16320.71,16459.34,16320.71,16358.89,16515.76,16474.06,16603.07,2397.07,-33億,-3220億,79億,112億
2023/10/26,16305.16,16305.16,16073.74,16073.74,16440.55,16455.14,16582.75,2441.1,-319億,-3539億,68億,387億
2023/10/27,16112.75,16200.3,16112.75,16134.61,16375.75,16448.06,16565.91,2166.97,-57億,-3596億,67億,124億
2023/10/30,16142.06,16203.33,16101.24,16149.68,16325.5,16440.03,16548.19,2188.99,-22億,-3618億,95億,117億
2023/10/31,16176.58,16215.35,15975.91,16001.27,16261.37,16422.4,16533.31,2738.45,-146億,-3764億,56億,202億
2023/11/1,16027.72,16099.03,15978.26,16038.56,16221.13,16396.47,16519.89,2167.2,-31億,-3795億,66億,97億
2023/11/2,16094.26,16396.95,16094.26,16396.95,16215.55,16393.6,16509.91,2681.08,226億,-3569億,287億,61億
2023/11/3,16412.54,16520.1,16412.54,16507.65,16222.25,16405.31,16503.75,2715.22,117億,-3452億,162億,46億
2023/11/6,16572.56,16720.56,16572.56,16649.36,16262.05,16415.1,16500.06,2758.36,205億,-3247億,268億,63億
2023/11/7,16650.14,16684.95,16608.1,16684.95,16299.57,16423.32,16500.9,2219.11,62億,-3185億,128億,66億
2023/11/8,16691.32,16775.23,16665.4,16740.83,16337.76,16426.76,16503.22,2795.3,68億,-3116億,133億,65億
2023/11/9,16741.16,16759.43,16680.91,16745.65,16404.95,16422.75,16509.09,2494.09,4億,-3113億,88億,84億
2023/11/10,16725.94,16725.94,16651.23,16682.67,16459.76,16417.75,16512.89,2355.35,-58億,-3170億,60億,118億
2023/11/13,16711.53,16961.02,16711.53,16839.29,16528.72,16427.11,16519.43,2931.21,157億,-3013億,226億,69億
2023/11/14,16884.52,16946.38,16884.52,16915.71,16620.16,16440.76,16526.08,2782.91,138億,-2875億,214億,76億
2023/11/15,17039.62,17143.88,17034.95,17128.78,16729.18,16475.16,16538.54,3855.99,402億,-2473億,496億,94億
2023/11/16,17136.52,17194.32,17089.4,17171.18,16806.61,16511.08,16551.7,2912.65,158億,-2316億,249億,91億
2023/11/17,17155.86,17253.47,17147.56,17208.95,16876.74,16549.49,16564.55,2990.16,200億,-2115億,291億,91億
2023/11/20,17197.82,17219.76,17151.82,17210.47,16932.85,16597.45,16575.11,2829.99,37億,-2078億,137億,100億
2023/11/21,17239.94,17421.17,17239.94,17416.7,17006.02,16652.79,16585.88,3446.24,308億,-1770億,411億,102億
2023/11/22,17325.6,17344.53,17264.95,17310.26,17062.97,16700.36,16599.69,2883.28,-101億,-1871億,46億,147億
2023/11/23,17291.33,17343.61,17228.45,17294.55,17117.86,16761.4,16612.78,2869.94,-48億,-1919億,71億,119億
2023/11/24,17304.65,17336.13,17268.38,17287.42,17178.33,16819.04,16623.84,2540.03,21億,-1898億,122億,101億
2023/11/27,17291.23,17351.93,17133.76,17137.42,17208.14,16868.43,16630.8,2794.43,-81億,-1979億,84億,165億
2023/11/28,17150.3,17360.38,17145.2,17341.25,17250.7,16935.43,16642.58,2981.82,192億,-1787億,312億,120億
2023/11/29,17352.11,17441.79,17323.27,17370.56,17274.88,17002.03,16654.67,3277.65,80億,-1707億,217億,137億
2023/11/30,17389.2,17433.85,17313.3,17433.85,17301.14,17053.88,16665.41,4142.11,25億,-1682億,313億,289億
2023/12/1,17422.35,17450.13,17355.89,17438.35,17324.08,17100.41,16676.19,3032.8,19億,-1664億,93億,74億
2023/12/4,17450.64,17516.61,17398.1,17421.48,17345.18,17139.02,16687.58,3296.2,-40億,-1703億,99億,139億
2023/12/5,17401.59,17401.59,17252.57,17328.01,17336.32,17171.17,16699.39,3205.38,-135億,-1839億,71億,206億
2023/12/6,17340.82,17439.85,17337.47,17360.72,17341.36,17202.16,16712.47,3005.1,15億,-1824億,131億,117億
2023/12/7,17356.92,17387.94,17273.71,17278.74,17339.78,17228.82,16726.57,3038.38,-70億,-1894億,68億,138億
2023/12/8,17309.36,17465.35,17309.36,17383.99,17349.44,17263.88,16740.09,3133.14,97億,-1797億,223億,125億
2023/12/11,17416.96,17451.82,17372.82,17418.34,17377.53,17292.84,16754.03,2914.32,-29億,-1825億,101億,130億
2023/12/12,17429.61,17528.72,17404.88,17450.63,17388.47,17319.58,16764.75,3203.82,50億,-1775億,150億,100億
2023/12/13,17447.51,17507.92,17438.69,17468.93,17398.3,17336.59,16773.89,3202.06,55億,-1720億,163億,108億
2023/12/14,17482.38,17668.35,17482.38,17653.11,17420.23,17360.69,16789.8,3898.05,297億,-1423億,420億,123億
2023/12/15,17693.33,17743.54,17642.79,17673.87,17443.78,17383.93,16807.09,4483.82,128億,-1295億,471億,343億
2023/12/18,17637.86,17665.91,17586.88,17652.03,17466.84,17406.01,16825.71,3265.38,-50億,-1345億,122億,172億
2023/12/19,17669.84,17669.84,17497.32,17576.55,17491.69,17414,16846.71,3257.92,-78億,-1423億,158億,236億
2023/12/20,17608.35,17657.65,17597.48,17635.2,17519.14,17430.25,16868.22,3397.92,102億,-1321億,309億,207億
2023/12/21,17531.45,17552.9,17442.76,17543.74,17545.64,17442.71,16886.42,3285.15,-42億,-1362億,132億,174億
2023/12/22,17586.16,17618.17,17567.55,17596.63,17566.9,17458.17,16908.43,2916.78,37億,-1325億,171億,134億
2023/12/25,17596.27,17663.35,17595.27,17604.84,17585.55,17481.54,16930,2426.86,-11億,-1335億,88億,99億
2023/12/26,17619.09,17751.73,17619.09,17751.73,17615.66,17502.07,16953.3,2295.97,153億,-1182億,230億,77億
2023/12/27,17766.73,17897.16,17766.73,17891.5,17657.92,17528.11,16975.54,2998.18,328億,-855億,426億,98億
2023/12/28,17900.76,17928.14,17841.76,17910.37,17683.65,17551.94,16999.8,2897.51,72億,-782億,193億,121億
2023/12/29,17893.63,17945.7,17864.23,17930.81,17709.34,17576.56,17027.43,2720.74,115億,-668億,204億,89億
2024/1/2,17939.79,17956.74,17784.97,17853.76,17729.51,17598.18,17050.76,3011.59,-76億,-744億,112億,187億
2024/1/3,17829.28,17829.28,17518.19,17559.31,17727.79,17609.74,17068.08,3101.34,-304億,-1048億,62億,366億
2024/1/4,17574.39,17609.89,17515.73,17549.65,17719.23,17619.19,17082.7,2825.01,-81億,-1129億,74億,155億
2024/1/5,17559.4,17606.79,17495.39,17519.14,17716.77,17631.21,17094.26,2697.7,-27億,-1155億,105億,132億
2024/1/8,17534.52,17688.11,17534.52,17572.66,17714.38,17640.64,17107.43,2625.7,-33億,-1188億,76億,109億
2024/1/9,17585.4,17694.26,17517.55,17535.49,17707.44,17646.5,17122.15,2996.6,-38億,-1226億,86億,124億
2024/1/10,17495.67,17499.43,17439.27,17465.63,17678.83,17647.25,17135.86,2579.95,-16億,-1242億,101億,117億
2024/1/11,17477.88,17574.92,17476.87,17545.32,17644.21,17651.07,17154.27,3075.47,66億,-1177億,176億,110億
2024/1/12,17536.05,17570.63,17469.87,17512.83,17604.46,17644.05,17171.94,2837.23,45億,-1131億,123億,78億
2024/1/15,17541.26,17632.77,17532.98,17546.82,17566.06,17637.7,17190.38,2899.12,-54億,-1186億,107億,161億
2024/1/16,17523.78,17523.78,17337.58,17346.87,17515.37,17622.44,17208.63,3150.13,-367億,-1552億,100億,466億
2024/1/17,17341.58,17361.05,17151.58,17161.79,17475.62,17601.7,17222.83,3915.24,-544億,-2096億,189億,732億
2024/1/18,17169.1,17300.29,17169.1,17227.79,17443.43,17581.33,17237.32,2805.36,-72億,-2168億,77億,149億
2024/1/19,17546.51,17682.97,17499.85,17681.52,17459.67,17588.22,17264.11,4385.28,703億,-1465億,816億,113億
2024/1/22,17770.78,17869.07,17765.13,17815.1,17483.92,17599.15,17292.12,4127.46,227億,-1238億,323億,97億
2024/1/23,17840.28,17893.73,17801.89,17874.59,17517.83,17612.63,17320.87,3137.27,77億,-1161億,252億,175億
2024/1/24,17883.62,17944.98,17856.34,17875.83,17558.85,17618.84,17352.11,2716.02,-27億,-1188億,105億,132億
2024/1/25,17894.83,18014.26,17894.83,18002.62,17604.58,17624.4,17384.85,3049.52,233億,-955億,303億,70億
2024/1/26,17985.44,18029.85,17943.65,17995.03,17652.8,17628.63,17411.48,2602.35,-5億,-959億,163億,168億
2024/1/29,18001.24,18119.63,17995.11,18119.63,17710.08,17638.07,17438.35,2302.93,139億,-820億,238億,99億
2024/1/30,18083.45,18138.74,18034.63,18034.63,17778.85,17647.11,17461.43,2965.68,31億,-789億,162億,131億
