時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),主力累計買賣超(元),買進(元),賣出(元)
2021/6/9,17082.52,17082.52,16907.43,16966.22,17038.82,16572,16716.42,4024.3,-147億,9066億,65億,212億
2021/6/10,17024.54,17159.22,16978.01,17159.22,17094.58,16646.46,16731.59,4159.32,110億,9175億,193億,84億
2021/6/11,17200.45,17278.55,17193.61,17213.52,17128.85,16715.78,16746.6,4116.21,77億,9252億,170億,93億
2021/6/15,17279.7,17371.29,17279.7,17371.29,17159.14,16816.65,16765.85,4396.24,98億,9350億,214億,117億
2021/6/16,17357.37,17398.22,17275.02,17307.86,17173.68,16874.74,16782.85,5808.61,-184億,9166億,130億,314億
2021/6/17,17254.84,17390.61,17150.52,17390.61,17196.24,16937.64,16804.86,4449.79,-63億,9103億,110億,174億
2021/6/18,17384.74,17417.5,17318.54,17318.54,17203.48,17001.45,16823.68,5458.84,-151億,8952億,139億,290億
2021/6/21,17305.49,17305.49,17023.31,17062.98,17195.04,17039.5,16838.44,5180.16,-308億,8644億,71億,379億
2021/6/22,17162.71,17270.47,17075.55,17075.55,17194.2,17076.36,16855.83,5513.62,-110億,8534億,99億,208億
2021/6/23,17127.59,17375.79,17127.59,17336.71,17220.25,17113.41,16877.1,5294.65,161億,8695億,356億,195億
2021/6/24,17358.57,17439.63,17319.89,17407.96,17264.42,17151.62,16895.47,4224.49,74億,8769億,154億,80億
2021/6/25,17471.07,17597.33,17471.07,17502.99,17298.8,17196.69,16912.59,4806.3,132億,8902億,204億,72億
2021/6/28,17531.82,17595.51,17481.23,17590.97,17336.55,17232.7,16929.86,4443.31,97億,8999億,181億,84億
2021/6/29,17621.15,17713.24,17541.14,17598.19,17359.24,17259.19,16949.31,5982.52,-155億,8843億,120億,275億
2021/6/30,17648.25,17797.27,17648.25,17755.46,17404,17288.84,16969.04,5437.89,214億,9057億,299億,86億
2021/7/1,17801.19,17863.9,17644.36,17713.94,17436.33,17316.29,16985.28,6474.94,-217億,8840億,116億,333億
2021/7/2,17745.69,17795.88,17676.98,17710.15,17475.49,17339.48,17000.19,6129.21,-145億,8695億,93億,238億
2021/7/5,17783.8,17945.52,17783.8,17919.33,17561.13,17378.08,17016.74,6112.39,140億,8835億,323億,183億
2021/7/6,17929.22,18008.37,17895.78,17913.07,17644.88,17419.54,17034.39,6067.48,-21億,8814億,152億,173億
2021/7/7,17901.25,17933.62,17756.82,17850.69,17696.28,17458.26,17050.91,5915.69,-119億,8694億,95億,214億
2021/7/8,17880.9,17935.11,17742.08,17866.09,17742.09,17503.26,17068.26,6433.35,9億,8703億,146億,137億
2021/7/9,17778.12,17778.12,17597.46,17661.48,17757.94,17528.37,17081.52,5500.7,-410億,8293億,88億,499億
2021/7/12,17843.3,17947.9,17759.9,17814.33,17780.27,17558.41,17093.81,5588,166億,8458億,286億,120億
2021/7/13,17931.47,18018.04,17786.76,17847.52,17805.21,17582.22,17105.29,6628.06,175億,8633億,296億,121億
2021/7/14,17892.51,17940.86,17716.44,17845.75,17814.24,17609.12,17115,5779.37,56億,8689億,178億,122億
2021/7/15,17878.78,18034.19,17878.78,18034.19,17846.26,17641.29,17126.84,4584.76,165億,8853億,232億,67億
2021/7/16,17839.58,17926.38,17779.61,17895.25,17864.77,17670.13,17138.39,5802.46,-243億,8610億,84億,327億
2021/7/19,17854.35,17854.35,17708.15,17789.25,17851.76,17706.44,17149.93,4723.01,-367億,8243億,66億,433億
2021/7/20,17724.92,17724.92,17500.69,17528.74,17813.33,17729.1,17153.73,4748.09,-303億,7941億,70億,373億
2021/7/21,17593.6,17707.56,17352.24,17458.79,17774.14,17735.21,17151.84,6208.83,-204億,7736億,66億,270億
2021/7/22,17482.81,17667.38,17482.81,17572.33,17744.76,17743.43,17151.45,5891.21,347億,8083億,460億,114億
2021/7/23,17603.95,17672.6,17511.86,17572.92,17735.91,17746.92,17151.54,5685.1,3億,8086億,109億,106億
2021/7/26,17554.93,17637.36,17403.56,17403.56,17694.83,17737.55,17148.82,4625.6,-199億,7887億,80億,279億
2021/7/27,17394.77,17459.35,17264.5,17269.87,17637.07,17721.14,17149.61,5098.25,-82億,7805億,103億,186億
2021/7/28,17252.87,17252.87,16893.7,17135.22,17566.01,17690.12,17152.97,5614.06,-181億,7624億,111億,292億
2021/7/29,17216.58,17402.81,17190.48,17402.81,17502.87,17674.57,17162.29,4740.4,203億,7826億,314億,111億
2021/7/30,17414.77,17429.01,17237.67,17247.41,17438.09,17651.43,17166.51,5456.77,-178億,7648億,143億,321億
2021/8/2,17256.61,17503.28,17231.22,17503.28,17409.49,17630.63,17170.15,4401.9,215億,7864億,296億,80億
2021/8/3,17489.12,17553.76,17456.2,17553.76,17412,17612.66,17175.45,3903,2億,7866億,121億,119億
2021/8/4,17588.64,17636.11,17557.18,17623.89,17428.51,17601.32,17192.8,3790.9,98億,7964億,180億,81億
2021/8/5,17624.82,17643.97,17566.72,17603.12,17431.58,17588.17,17221.14,3859.23,23億,7986億,145億,123億
2021/8/6,17593.85,17593.85,17469.68,17526.28,17426.92,17581.41,17252.08,4012.58,-94億,7893億,75億,169億
2021/8/9,17505.01,17510.09,17350.15,17485.15,17435.08,17564.95,17279.71,3524.02,-93億,7799億,75億,168億
2021/8/10,17492.45,17524.91,17305.06,17323.64,17440.46,17538.76,17312.54,3529.96,-108億,7691億,100億,208億
2021/8/11,17308.62,17327.2,17090.25,17227.18,17449.65,17507.83,17330.56,3922.86,-32億,7659億,133億,165億
2021/8/12,17221.35,17233.11,17139.21,17219.94,17431.37,17467.12,17348.68,3225.43,45億,7704億,137億,92億
2021/8/13,17216.34,17216.34,16978.11,16982.11,17404.84,17421.46,17364.35,3866.39,-246億,7458億,58億,304億
2021/8/16,16941.33,16983.59,16773.57,16858.77,17340.38,17374.94,17373.63,3361.93,-13億,7445億,153億,166億
2021/8/17,16841.62,16870.55,16657.63,16661.36,17251.14,17331.57,17379.01,2997.69,-105億,7340億,121億,226億
2021/8/18,16630.99,16826.27,16418.54,16826.27,17171.38,17299.94,17382.85,4242.98,58億,7399億,198億,139億
2021/8/19,16777.78,16777.78,16375.4,16375.4,17048.61,17240.1,17378.38,4383.9,-479億,6920億,114億,593億
2021/8/20,16426.98,16507.11,16248.08,16341.94,16930.18,17178.55,17374.05,3548.04,-53億,6867億,125億,178億
2021/8/23,16459.13,16785.29,16459.13,16741.84,16855.85,17145.46,17371.9,3676.62,212億,7079億,334億,122億
2021/8/24,16830.63,16904.3,16779.9,16818.73,16805.35,17122.91,17367.74,4181.24,-137億,6942億,122億,259億
2021/8/25,16821.08,17045.86,16821.08,17045.86,16787.22,17118.44,17365.8,3640.42,165億,7107億,252億,87億
2021/8/26,17177.39,17201.42,16984.69,17066.96,16771.92,17101.64,17364.17,3771.61,-125億,6982億,77億,202億
2021/8/27,17061.1,17229.89,17000.26,17209.93,16794.71,17099.77,17363.56,3200.02,179億,7160億,247億,68億
2021/8/30,17244.62,17396.52,17244.62,17396.52,16848.48,17094.43,17367.71,2749.16,185億,7345億,249億,64億
2021/8/31,17384.61,17490.29,17207.57,17490.29,16931.37,17091.26,17374.49,3451.42,123億,7468億,268億,145億
2021/9/1,17463.8,17503.93,17415.52,17473.99,16996.15,17083.76,17381.12,3653.48,104億,7572億,184億,80億
2021/9/2,17455.92,17523.16,17319.76,17319.76,17090.58,17069.6,17387.01,3546.59,-30億,7542億,115億,145億
2021/9/3,17380.52,17540.78,17380.52,17516.92,17208.08,17069.13,17392.97,3662.52,278億,7820億,364億,86億
2021/9/6,17534.05,17633.67,17461.07,17495.3,17283.43,17069.64,17397.67,3808.08,40億,7859億,142億,102億
2021/9/7,17534.38,17559.21,17388.37,17428.87,17344.44,17074.9,17398.63,3378.07,44億,7903億,130億,87億
2021/9/8,17411.53,17447.58,17167.08,17270.49,17366.9,17077.06,17398,3256.86,-99億,7804億,129億,228億
2021/9/9,17175.04,17319.09,17122.95,17304.33,17390.64,17081.28,17396.57,2469.15,-35億,7769億,66億,101億
2021/9/10,17270.28,17474.57,17270.28,17474.57,17417.1,17105.91,17399.17,2685.51,136億,7906億,217億,81億
2021/9/13,17452.16,17482.57,17387.57,17446.31,17422.08,17135.28,17405.55,2607.43,-44億,7861億,53億,97億
2021/9/14,17463.78,17529.47,17424.54,17434.9,17416.54,17173.96,17411.54,2618.65,-7億,7854億,116億,123億
2021/9/15,17434.02,17439.75,17316.52,17354,17404.55,17200.35,17411.83,2698.26,-63億,7791億,99億,162億
2021/9/16,17332.34,17411.37,17254.1,17278.7,17400.44,17245.51,17409.68,2425.77,-57億,7734億,61億,118億
2021/9/17,17279.29,17408.71,17235.45,17276.79,17376.43,17292.25,17405.91,3164.59,48億,7782億,242億,194億
2021/9/22,17196.79,17196.79,16838.58,16925.82,17319.48,17301.45,17394.82,2984.79,-377億,7405億,81億,458億
2021/9/23,16998.07,17145.25,16998.07,17078.22,17284.41,17314.43,17386.16,2538.41,4億,7410億,106億,102億
2021/9/24,17130.74,17273.59,17130.74,17260.19,17283.38,17325.14,17377.9,2789.17,54億,7463億,129億,76億
2021/9/27,17278.11,17335.99,17235.68,17313.77,17284.33,17337.48,17371.23,3005.99,27億,7490億,140億,113億
2021/9/28,17286.89,17286.89,17113.47,17181.44,17255.01,17336.06,17362.42,2596.64,-143億,7347億,43億,186億
2021/9/29,17127.86,17127.86,16801.78,16855.46,17195.93,17309.01,17344.69,3288.78,-397億,6950億,98億,495億
2021/9/30,16886.57,16994.21,16767.2,16934.77,17145.92,17281.23,17328.38,2781.93,-32億,6918億,101億,133億
2021/10/1,16883,16883,16503.74,16570.89,17067.61,17236.08,17307.05,3451.01,-389億,6529億,91億,480億
2021/10/4,16600.52,16680.29,16380.06,16408.35,16980.57,17190.5,17282.76,3027.5,-23億,6506億,71億,94億
2021/10/5,16362.27,16460.75,16162.17,16460.75,16898.97,17137.7,17262.75,3323.28,-74億,6432億,111億,184億
2021/10/6,16488.21,16568.21,16303.63,16393.16,16845.7,17082.59,17239.06,2907.92,-226億,6207億,121億,347億
2021/10/7,16465.57,16731.58,16465.57,16713.86,16809.26,17046.84,17220.17,2982.74,258億,6465億,353億,95億
2021/10/8,16742.35,16771.71,16605.49,16640.43,16747.29,17015.34,17200.08,2767.2,-94億,6370億,66億,160億
2021/10/12,16589.72,16589.72,16349.49,16462.84,16662.2,16973.26,17173.89,2848.33,-176億,6194億,71億,247億
2021/10/13,16480.98,16543.33,16328.47,16347.99,16578.85,16916.93,17148.1,2605.64,-75億,6119億,62億,137億
2021/10/14,16392.51,16519.96,16347.88,16387.28,16532.03,16863.98,17124.73,2587.24,24億,6143億,126億,103億
2021/10/15,16426.76,16781.19,16426.76,16781.19,16516.67,16831.3,17112.27,2880.87,275億,6418億,346億,71億
2021/10/18,16816.94,16862.03,16695.89,16705.46,16530.13,16798.87,17099.72,2719.11,28億,6446億,106億,78億
2021/10/19,16791.12,16916.72,16772.15,16900.67,16579.36,16779.97,17088.52,2697.92,151億,6596億,206億,55億
2021/10/20,16936.2,16973.86,16855.81,16887.82,16622.07,16760.52,17077.11,2682.21,-28億,6569億,77億,105億
2021/10/21,16904.46,17026.89,16873.99,16889.51,16671.71,16758.7,17068.54,3117.71,47億,6616億,188億,141億
2021/10/22,16900.32,16932.89,16800.49,16888.74,16689.19,16749.23,17062.19,2845.88,-9億,6607億,62億,71億
2021/10/25,16879.34,16930.98,16784.11,16894.24,16714.57,16730.93,17058.17,2698.87,39億,6646億,99億,60億
2021/10/26,16909.32,17067.15,16909.32,17034.34,16771.72,16716.96,17052.03,3290.75,54億,6700億,157億,103億
2021/10/27,17037.37,17079.6,16973.16,17074.55,16844.38,16711.62,17049.15,2856.49,48億,6748億,117億,69億
2021/10/28,17081.17,17104.86,16994.37,17041.63,16909.82,16720.92,17041.45,3183.26,-59億,6688億,73億,133億
2021/10/29,17058.04,17073.97,16920.68,16987.41,16930.44,16723.56,17032.01,3544.32,-85億,6604億,99億,184億
2021/11/1,17021.77,17119.43,17021.77,17068.24,16966.72,16748.42,17022.75,3291.67,-16億,6588億,77億,93億
2021/11/2,17094.42,17237.09,17026.63,17065.97,16983.25,16781.3,17013.8,3912.25,-3億,6586億,72億,75億
2021/11/3,17087.89,17153.76,17080.51,17122.16,17006.68,16814.37,17007.07,3314.06,20億,6606億,66億,46億
2021/11/4,17158.28,17219.65,17061.46,17078.86,17025.61,16848.66,17000.29,3127.13,-60億,6546億,72億,132億
2021/11/5,17097.16,17296.9,17097.16,17296.9,17066.43,16877.81,16999.85,3285.88,234億,6779億,304億,70億
2021/11/8,17323.39,17415.3,17279.46,17415.3,17118.54,16916.56,17002.98,3815.45,108億,6888億,177億,69億
2021/11/9,17433.1,17581.52,17433.1,17541.36,17169.24,16970.48,17008.34,3992.82,152億,7040億,226億,74億
2021/11/10,17549.09,17575.44,17489.87,17559.65,17217.75,17031.06,17017.97,3552.35,30億,7070億,115億,85億
2021/11/11,17527.18,17527.18,17403.48,17452.52,17258.84,17084.33,17027.86,4047.33,-44億,7026億,107億,151億
2021/11/12,17479.55,17602.05,17479.55,17518.13,17311.91,17121.17,17042.14,3729.9,99億,7124億,155億,56億
2021/11/15,17560.52,17683.19,17560.52,17634.47,17368.53,17167.62,17055.61,3816.15,90億,7214億,140億,50億
2021/11/16,17639.96,17708.1,17629.8,17693.13,17431.25,17207.25,17077.57,3821.63,104億,7318億,164億,60億
2021/11/17,17705.29,17764.04,17669.58,17764.04,17495.44,17251.06,17101.28,4013.02,51億,7370億,134億,83億
2021/11/18,17767.06,17841.37,17748.21,17841.37,17571.69,17298.65,17119.6,4010.79,77億,7447億,157億,79億
2021/11/19,17864.19,17986.18,17786.05,17818.31,17623.83,17345.13,17136.26,4030.36,88億,7535億,191億,103億
2021/11/22,17828.53,17857.73,17790.64,17803.54,17662.65,17390.59,17148.89,3186.24,-2億,7533億,99億,101億
2021/11/23,17797.9,17797.9,17650.07,17666.12,17675.13,17422.18,17158.88,3172.22,-119億,7415億,69億,187億
2021/11/24,17680.16,17722.89,17588.78,17642.52,17683.42,17450.58,17166.09,2961.19,-15億,7400億,82億,96億
2021/11/25,17686.12,17724.5,17609.51,17654.19,17703.58,17481.21,17170.38,3049.88,-90億,7310億,58億,147億
2021/11/26,17641.79,17641.79,17330.44,17369.39,17688.71,17500.31,17168.36,3580.71,-286億,7024億,62億,348億
2021/11/29,17320.01,17415.63,17167.24,17328.09,17658.07,17513.3,17165.93,3206.77,73億,7097億,172億,99億
2021/11/30,17369.79,17535.23,17369.79,17427.76,17631.53,17531.39,17167.73,4509.12,-110億,6987億,400億,510億
2021/12/1,17428.61,17626.21,17374.59,17585.99,17613.73,17554.58,17168.88,3018.43,85億,7072億,149億,64億
2021/12/2,17575.91,17741.55,17559.44,17724.88,17602.08,17586.88,17172.71,3905.14,112億,7184億,189億,77億
2021/12/3,17720.93,17781.14,17670.32,17697.14,17589.96,17606.9,17177.18,3317.86,65億,7249億,140億,74億
2021/12/6,17650.67,17763.42,17585.95,17688.21,17578.43,17620.54,17184.14,3005.18,-52億,7197億,71億,123億
2021/12/7,17734.19,17796.92,17642.32,17796.92,17591.51,17633.32,17192.35,3798.07,-6億,7191億,128億,134億
2021/12/8,17845.06,17988.88,17832.42,17832.42,17610.5,17646.96,17198.32,3718.01,140億,7331億,234億,94億
2021/12/9,17880.41,17925.12,17807.12,17914.12,17636.49,17670.04,17206.11,3248.69,51億,7382億,118億,67億
2021/12/10,17893.29,17893.29,17767.8,17826.26,17682.18,17685.44,17212.64,2879.34,-50億,7332億,54億,104億
2021/12/13,17841.03,17919.35,17767.6,17767.6,17726.13,17692.1,17219.53,2893.96,-78億,7254億,115億,193億
2021/12/14,17754.38,17754.38,17566.99,17599.37,17743.29,17687.41,17224.88,3079.2,-180億,7074億,103億,283億
2021/12/15,17592.87,17678.78,17556.87,17660.1,17750.7,17682.22,17231.26,2505.53,-8億,7066億,117億,125億
2021/12/16,17719.06,17814.32,17719.06,17785.74,17756.79,17679.43,17245.6,3154.56,65億,7130億,202億,137億
2021/12/17,17744.54,17822.74,17718.27,17812.59,17768.33,17679.15,17257.84,3572.45,51億,7181億,197億,146億
2021/12/20,17812.81,17812.81,17646.39,17669.11,17766.42,17672.43,17264.65,2640.29,-154億,7028億,87億,240億
2021/12/21,17686.84,17825.89,17652.32,17789.27,17765.66,17678.58,17272.58,2628.84,114億,7141億,179億,65億
2021/12/22,17805.74,17870.16,17799.72,17826.83,17765.1,17687.8,17283.33,2543.84,19億,7160億,103億,84億
2021/12/23,17855.78,17960.99,17855.78,17946.66,17768.35,17702.42,17301.52,2793.84,157億,7318億,225億,68億
2021/12/24,17966.35,18039.85,17953.57,17961.64,17781.89,17732.04,17318.63,2455.56,99億,7417億,148億,49億
2021/12/27,17975.41,18099.78,17975.41,18048.94,17810.03,17768.08,17343.27,2395.41,99億,7516億,155億,56億
2021/12/28,18099.71,18197.36,18099.71,18196.81,17869.77,17806.53,17373.07,2629.19,205億,7721億,254億,49億
2021/12/29,18209.14,18283.25,18192.86,18248.28,17928.59,17839.64,17402.87,2425.88,122億,7843億,183億,61億
2021/12/30,18270,18291.25,18216.45,18218.84,17971.9,17864.34,17433.3,2667.49,34億,7877億,100億,66億
2022/1/3,18260.23,18379.69,18238.47,18270.51,18017.69,17893.01,17459.24,3311.4,97億,7975億,182億,84億
2022/1/4,18395.14,18526.35,18395.14,18526.35,18103.41,17934.92,17490.67,3355.7,189億,8164億,270億,80億
2022/1/5,18598.13,18619.61,18446.52,18499.96,18174.48,17970.07,17524.62,3434.53,45億,8209億,189億,144億
2022/1/6,18395.72,18427.15,18253.82,18367.92,18228.59,17996.85,17558.29,3010.54,-139億,8070億,130億,269億
2022/1/7,18388.16,18444.12,18134.41,18169.76,18250.9,18009.63,17588,3328.28,-165億,7905億,75億,240億
2022/1/10,18095.39,18243.26,18043.97,18239.38,18278.68,18030.28,17612.3,2750.84,-66億,7839億,98億,164億
2022/1/11,18266.54,18293.53,18135.43,18288.21,18302.6,18056.31,17638.68,3092.25,1906萬,7839億,152億,152億
2022/1/12,18348.39,18394.7,18255.38,18375.4,18320.46,18095.12,17663.26,2901.5,45億,7884億,171億,126億
2022/1/13,18356.21,18459.73,18346.81,18436.93,18339.33,18133.96,17689.08,2816.23,106億,7990億,214億,107億
2022/1/14,18509,18509,18213.44,18403.33,18357.78,18164.84,17714.31,3387.2,12億,8003億,206億,194億
2022/1/17,18512.15,18535.42,18435.02,18525.44,18383.27,18200.48,17741.59,2653.09,39億,8042億,151億,111億
2022/1/18,18492.81,18575.41,18378.64,18378.64,18368.5,18235.96,17766.33,2682.16,-58億,7984億,83億,141億
2022/1/19,18275.18,18359.14,18199.35,18227.46,18341.25,18257.86,17786.21,2615.85,-91億,7893億,111億,201億
2022/1/20,18212.26,18292.14,18125.2,18218.28,18326.28,18277.44,17805.27,2440.16,-46億,7847億,118億,163億
2022/1/21,18113.94,18113.94,17851.39,17899.3,18299.24,18275.07,17819.57,3109.57,-368億,7479億,93億,461億
2022/1/24,17843.33,18004.45,17682.33,17989.04,18274.2,18276.44,17836.26,2671.05,13億,7492億,164億,151億
2022/1/25,17890.71,17890.71,17645.66,17701.12,18215.49,18259.05,17846.81,2749.8,-407億,7085億,104億,511億
2022/1/26,17657.97,17776.42,17633.03,17674.4,18145.39,18232.93,17856.95,2301.36,-125億,6960億,53億,178億
2022/2/7,17750.7,17900.3,17712.35,17900.3,18091.73,18215.53,17869.92,3145.54,-97億,6862億,97億,194億
2022/2/8,17955.95,18063.55,17955.95,17966.56,18048.05,18202.91,17884.71,3209.65,-53億,6809億,154億,207億
2022/2/9,18060.33,18168.6,18039.23,18151.76,18010.69,18196.98,17898.96,3010,113億,6922億,230億,117億
2022/2/10,18217.29,18338.05,18145.04,18338.05,18006.63,18187.56,17914.34,2854.87,60億,6982億,156億,96億
2022/2/11,18258.81,18310.94,18191.75,18310.94,18014.98,18178.11,17927.17,2652.55,31億,7013億,143億,112億
2022/2/14,18182.73,18182.73,17965.22,17997.67,17992.91,18159.6,17934.47,2699.27,-191億,6822億,57億,248億
2022/2/15,17978.44,18085.91,17942.68,17951.81,17998.17,18148.7,17942.79,2359.91,-119億,6703億,59億,178億
2022/2/16,18109.17,18233.79,18109.17,18231.47,18022.41,18148.31,17954.68,2726.33,103億,6806億,178億,75億
2022/2/17,18213.3,18330.63,18190.24,18268.57,18079.15,18147.32,17965.25,3091.6,145億,6951億,192億,47億
2022/2/18,18250.37,18262.96,18098.52,18232.35,18134.95,18140.17,17974.23,3067.18,50億,7001億,173億,123億
2022/2/21,18196.4,18253.1,18129.65,18221.49,18167.07,18129.4,17981.86,2975.87,-90億,6910億,85億,176億
2022/2/22,18159.51,18159.51,17840.38,17969.29,18167.34,18107.7,17983.99,3428.5,-352億,6558億,97億,450億
2022/2/23,17954.75,18109.28,17954.75,18055.73,18157.74,18084.21,17987.95,2729.42,-36億,6523億,142億,178億
2022/2/24,17939.53,17939.53,17561.07,17594.55,18083.39,18045.01,17984.46,4430.17,-451億,6072億,144億,595億
2022/2/25,17617.36,17737.32,17554.97,17652.18,18017.51,18016.24,17984.23,3951.78,-376億,5695億,146億,522億
2022/3/1,17657.5,17944.5,17657.5,17898.25,18007.57,18000.24,17988.49,3645.68,127億,5822億,298億,171億
2022/3/2,17864.11,17918.98,17784.64,17867.6,17999.15,17998.66,17992.05,2974.11,-134億,5689億,103億,237億
2022/3/3,17932.15,18026.03,17906.24,17934.4,17969.44,17995.92,18001.47,3279.94,-16億,5672億,100億,117億
2022/3/4,17845.01,17845.01,17710.54,17736.52,17916.24,17997.69,18008.27,3980.35,-341億,5332億,114億,455億
2022/3/7,17581.57,17581.57,17135.68,17178.69,17810.87,17972.91,18004.12,4701.12,-670億,4661億,177億,848億
2022/3/8,17000,17113.67,16764.78,16825.25,17671.25,17919.16,17991.44,4542.07,-369億,4292億,149億,518億
2022/3/9,16944.08,17072.74,16944.08,17015.36,17575.85,17871.6,17979.62,3228.29,-252億,4040億,104億,357億
2022/3/10,17224.73,17478.43,17224.73,17433.2,17513.6,17835.67,17975.22,3571.86,36億,4077億,139億,103億
2022/3/11,17373.82,17373.9,17239.9,17264.74,17480.62,17782,17968.16,2686.77,-191億,3886億,78億,268億
2022/3/14,17287.9,17363.04,17217.58,17263.04,17441.71,17729.61,17959.26,2953.3,-103億,3783億,94億,198億
2022/3/15,17177.27,17177.27,16911.95,16926.06,17344.49,17676.03,17944.16,3818.51,-517億,3266億,91億,608億
2022/3/16,17007.58,17085.77,16808.43,16940.83,17251.81,17625.48,17927.94,4067.02,-142億,3124億,101億,243億
2022/3/17,17172.81,17472.95,17172.81,17448.22,17203.19,17586.32,17921.63,4077.98,432億,3555億,541億,109億
2022/3/18,17439.91,17472.38,17359.5,17456.52,17175.19,17545.71,17916.45,3683.82,-16億,3539億,203億,219億
2022/3/21,17503.95,17603.99,17503.95,17560.36,17213.36,17512.11,17915.8,2686.1,29億,3568億,114億,85億
2022/3/22,17512.41,17573.29,17468.55,17559.71,17286.8,17479.03,17914.13,2394.65,2億,3569億,82億,80億
2022/3/23,17581.62,17738.69,17581.62,17731.37,17358.41,17467.13,17913.22,2877.75,128億,3697億,181億,54億
2022/3/24,17711.17,17711.17,17603.22,17699.06,17384.99,17449.3,17911.33,2662.26,-50億,3647億,105億,155億
2022/3/25,17695.8,17747.13,17633.86,17676.95,17426.21,17453.42,17911.46,2915.12,-24億,3623億,83億,107億
2022/3/28,17510.15,17527.15,17368.66,17520.01,17451.91,17446.81,17906.97,2386.43,-129億,3495億,59億,188億
2022/3/29,17568.32,17585.91,17493.01,17548.66,17514.17,17429.33,17902.34,2592.6,-87億,3408億,57億,144億
2022/3/30,17572.9,17770.07,17572.9,17740.56,17594.14,17422.98,17898.9,3079.37,227億,3635億,311億,83億
2022/3/31,17754.1,17767.81,17682.53,17693.47,17618.67,17410.93,17894.43,2315.58,5億,3640億,107億,102億
2022/4/1,17657.76,17657.76,17465.61,17625.59,17635.57,17405.38,17887.38,2345.96,-107億,3533億,99億,207億
2022/4/6,17484.19,17528.99,17381.07,17522.5,17631.79,17422.57,17876.14,2682.47,-235億,3298億,44億,279億
2022/4/7,17430.13,17438.6,17178.63,17178.63,17593.68,17440.24,17858.31,3220.5,-397億,2901億,105億,502億
2022/4/8,17210.4,17316.69,17210.4,17284.54,17549,17453.7,17842.74,2517.06,-111億,2790億,85億,197億
2022/4/11,17273.05,17316.35,17046.67,17048.37,17483.93,17434.46,17822.37,3057.85,-330億,2460億,70億,400億
2022/4/12,17005.84,17100.85,16905.13,16990.91,17415.32,17420.77,17796.78,2802.24,-114億,2346億,51億,165億
2022/4/13,17080.4,17333.21,17080.4,17301.65,17393.49,17422.7,17776.81,2645.26,148億,2494億,214億,66億
2022/4/14,17353.25,17374.14,17245.65,17245.65,17363.19,17438.68,17758.1,2593.18,-12億,2483億,78億,90億
2022/4/15,17139.34,17141.33,17004.18,17004.18,17289.55,17441.85,17738.68,2742.02,-191億,2292億,68億,258億
2022/4/18,16958.66,16999.36,16845.51,16898.87,17210.09,17414.38,17716.33,2316.6,-93億,2199億,58億,151億
2022/4/19,16926.34,17106.26,16926.34,16993.4,17146.87,17391.22,17694.75,2301.03,36億,2235億,127億,91億
2022/4/20,17057.13,17148.88,16983.55,17148.88,17109.51,17370.65,17674.31,2968.13,14億,2250億,142億,128億
2022/4/21,17159.88,17213.66,17106.37,17127.95,17104.44,17349.06,17652.49,2495.84,28億,2278億,119億,91億
2022/4/22,17088.76,17088.76,16923.87,17025.09,17078.5,17313.75,17629.52,2774.76,-163億,2115億,99億,262億
2022/4/25,16912.3,16912.3,16579.89,16620.9,17035.75,17259.84,17597.78,3102.08,-409億,1706億,108億,517億
2022/4/26,16677.84,16729.47,16582.11,16644.79,17001.14,17208.23,17568.88,2610.07,-142億,1564億,122億,264億
2022/4/27,16427.32,16427.32,16219.41,16303.35,16901.31,17147.4,17536.82,3067.5,-198億,1365億,106億,304億
2022/4/28,16350.72,16455.57,16256.88,16419.38,16818.68,17090.93,17506.83,2624.71,-130億,1235億,116億,246億
2022/4/29,16599.84,16663.66,16521.94,16592.18,16777.48,17033.51,17485.05,2604.03,76億,1310億,164億,89億
2022/5/3,16593.21,16604.87,16465.99,16498.9,16737.48,16973.79,17460.21,1808.3,-10億,1301億,96億,105億
2022/5/4,16531.37,16617.06,16514.3,16565.83,16694.73,16920.8,17441.29,1953.52,7億,1308億,98億,90億
2022/5/5,16689.98,16783.78,16650.81,16696.12,16649.45,16879.48,17424.99,2578.36,65億,1372億,125億,61億
2022/5/6,16491.11,16491.11,16312.17,16408.2,16577.47,16840.96,17400.12,2503.35,-206億,1166億,60億,267億
2022/5/9,16345.84,16345.84,16048.92,16048.92,16479.86,16779.18,17368.16,2477.71,-211億,955億,65億,276億
2022/5/10,15891.4,16071.5,15734.44,16061.7,16423.94,16729.84,17333.32,2614.93,-15億,940億,129億,145億
2022/5/11,16053.75,16081.15,15953.27,16006.25,16360.08,16680.61,17294.46,2107.67,-131億,809億,52億,183億
2022/5/12,15943.62,15943.62,15616.68,15616.68,16291.42,16596.36,17249.56,2633.39,-93億,716億,90億,182億
2022/5/13,15687.15,15860.69,15687.15,15832.54,16232.73,16525.71,17213.47,2281.91,67億,783億,130億,63億
2022/5/16,15943.69,16032.85,15847.46,15901.04,16163.62,16470.55,17179.29,2431.92,2億,785億,102億,101億
2022/5/17,15915.93,16085.85,15915.93,16056.09,16119.34,16428.41,17143.03,2100.66,18億,803億,103億,85億
2022/5/18,16174.78,16316.58,16172.8,16296.86,16092.44,16393.58,17110.17,2383.62,84億,887億,174億,90億
